Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR
"Garruk, Unleashed",G,M,244,,,35,
Garruk's Gorehorn,G,C,304,21.6%,,54,
Garruk's Harbinger,G,R,499,93.4%,,104,
Heroic Intervention,G,R,156,,,22,
Invigorating Surge,G,U,399,57.5%,,66,
"Jolrael, Mwonvuli Recluse",G,R,370,,,62,
Life Goes On,G,C,45,4.4%,,4,
Return to Nature,G,C,138,12.0%,,23,
Run Afoul,G,C,60,4.3%,,6,
Sanctum of Fruitful Harvest,G,U,231,38.2%,,42,
Skyway Sniper,G,U,396,56.9%,,65,
Sporeweb Weaver,G,R,435,,,85,
Conclave Mentor,WG,U,452,59.0%,,92,
Dire Fleet Warmonger,BR,U,399,53.6%,,89,
"Niambi, Esteemed Speaker",WU,R,227,,,38,
"Radha, Heart of Keld",RG,R,399,,,68,
Sanctum of All,WUBRG,R,0,,,0,
Chromatic Orrery,,M,19,,,6,
Chrome Replicator,,U,414,47.0%,,68,
Epitaph Golem,,U,211,31.4%,,31,
Forgotten Sentinel,,C,451,27.7%,,78,
Meteorite,,U,381,48.5%,,64,
Sparkhunter Masticore,,R,166,,,28,
Tormod's Crypt,,U,5,0.8%,,0,
Animal Sanctuary,,R,156,,,30,
Temple of Epiphany,,R,429,79.3%,,75,
Temple of Malady,,R,354,,,58,
Temple of Mystery,,R,452,82.3%,,90,
Temple of Silence,,R,401,76.5%,,70,
Temple of Triumph,,R,335,,,60,
Wedding Announcement,W,R,4040,91.6%,63.0%,733,74.4%
Devoted Grafkeeper,WU,U,4333,59.7%,62.4%,928,62.4%
Brine Comber,WU,U,4180,59.5%,62.2%,847,60.9%
Grafted Identity,U,R,4297,90.4%,62.1%,707,66.3%
Overcharged Amalgam,U,R,3958,88.5%,61.9%,710,64.8%
Dreadfeast Demon,B,R,4039,92.6%,61.7%,663,66.1%
Henrika Domnathi,B,M,1524,87.2%,61.7%,262,
Diver Skaab,U,U,5823,82.9%,61.7%,1025,62.4%
"Dennick, Pious Apprentice",WU,R,2881,67.4%,61.5%,541,67.1%
Revenge of the Drowned,U,C,17002,85.1%,61.5%,3661,61.4%
"Katilda, Dawnhart Martyr",W,R,3260,84.3%,61.4%,581,65.2%
The Meathook Massacre,B,M,1643,84.0%,61.4%,288,
Welcoming Vampire,W,R,3126,87.1%,61.4%,564,67.4%
Dreamshackle Geist,U,R,4114,90.2%,61.3%,743,65.4%
Moonveil Regent,R,M,1546,87.4%,61.3%,293,
Sludge Monster,U,R,4198,89.5%,61.2%,710,67.5%
Faithbound Judge,W,M,1308,83.4%,61.2%,234,
Geistlight Snare,U,U,2020,40.7%,61.1%,341,
"Adeline, Resplendent Cathar",W,R,3072,87.9%,61.1%,566,67.0%
Lunarch Veteran,W,C,11772,80.7%,61.0%,2541,63.5%
Sungold Sentinel,W,R,2896,83.4%,61.0%,535,66.0%
Chaplain of Alms,W,U,5010,83.6%,61.0%,948,61.8%
Skaab Wrangler,U,U,7147,82.1%,60.9%,1409,60.6%
Ambitious Farmhand,W,U,5532,84.9%,60.9%,1070,62.2%
Shipwreck Sifters,U,C,6349,46.1%,60.9%,1575,63.3%
"Dorothea, Vengeful Victim",WU,R,2022,67.7%,60.8%,374,
Overwhelmed Archivist,U,U,7858,87.7%,60.7%,1468,64.0%
Startle,U,C,13252,76.2%,60.7%,2821,60.5%
Angelfire Ignition,WR,R,2779,68.4%,60.7%,502,64.7%
Larder Zombie,U,C,9793,56.4%,60.6%,1876,62.7%
Nebelgast Intruder,U,U,5784,86.4%,60.6%,1035,60.2%
Borrowed Time,W,U,4114,88.4%,60.6%,723,60.9%
"Florian, Voldaren Scion",BR,R,2363,68.7%,60.6%,402,
Sorin the Mirthless,B,M,1399,89.1%,60.5%,253,
Cemetery Desecrator,B,M,1786,89.1%,60.5%,311,
Suspicious Stowaway,U,R,3891,87.4%,60.4%,729,68.7%
Flip the Switch,U,C,11601,71.4%,60.4%,2404,63.1%
Blessed Defiance,W,C,5836,48.6%,60.4%,1067,58.0%
Vampires' Vengeance,R,U,2367,57.1%,60.3%,445,
Graveyard Trespasser,B,R,3207,88.8%,60.3%,575,59.8%
Duelcraft Trainer,W,U,4212,84.9%,60.3%,771,61.9%
Lantern Bearer,U,C,16315,85.4%,60.3%,3532,62.7%
Valorous Stance,W,U,3959,83.5%,60.2%,702,60.7%
Lunar Rejection,U,U,6329,84.4%,60.2%,1111,58.0%
Organ Hoarder,U,C,17275,87.0%,60.2%,3855,61.8%
Stormchaser Drake,U,U,4895,80.0%,60.2%,972,62.4%
No Way Out,B,C,3530,34.8%,60.2%,641,55.5%
Hullbreaker Horror,U,R,3846,90.8%,60.2%,605,61.7%
Malevolent Hermit,U,R,4194,88.7%,60.2%,750,62.5%
Cathar Commando,W,C,7458,75.8%,60.2%,1528,60.7%
Spectral Adversary,U,M,1739,89.8%,60.1%,303,
Brutal Cathar,W,R,3167,88.4%,60.1%,560,65.9%
Biolume Egg,U,U,4952,62.2%,60.1%,965,61.9%
Ecstatic Awakener,B,C,14913,81.9%,60.1%,3296,65.1%
Parasitic Grasp,B,U,4979,89.0%,60.1%,928,63.8%
Fierce Retribution,W,C,9113,84.7%,60.0%,1793,62.3%
Falcon Abomination,U,C,13162,86.1%,60.0%,2774,61.8%
Lantern Flare,W,R,3113,78.8%,60.0%,529,59.5%
"Liesa, Forgotten Archangel",WB,R,2728,78.3%,60.0%,459,
Twinblade Geist,W,U,4870,86.1%,60.0%,930,61.4%
Nurturing Presence,W,C,4889,43.3%,60.0%,992,58.5%
Enduring Angel,W,M,1216,83.5%,60.0%,193,
Volatile Arsonist,R,M,1410,85.2%,59.9%,265,
Covetous Castaway,U,U,7020,83.8%,59.9%,1379,58.5%
Search Party Captain,W,C,9921,77.9%,59.9%,1977,58.7%
"Toxrill, the Corrosive",B,M,1639,91.7%,59.9%,274,
Morbid Opportunist,B,U,4967,86.5%,59.9%,942,63.7%
Angelic Quartermaster,W,U,3934,85.2%,59.9%,609,60.6%
Scattered Thoughts,U,C,10627,63.2%,59.8%,1866,59.3%
Fading Hope,U,U,3817,76.7%,59.8%,717,58.7%
Cemetery Protector,W,M,1471,83.1%,59.8%,245,
Doomed Dissenter,B,C,7668,71.6%,59.8%,1528,60.9%
Baithook Angler,U,C,16622,82.7%,59.8%,3809,59.9%
Skull Skaab,UB,U,2740,61.1%,59.8%,523,62.3%
Resistance Squad,W,U,3266,84.4%,59.8%,594,59.3%
Fleshtaker,WB,U,2413,57.5%,59.8%,450,
Traveling Minister,W,C,11950,80.2%,59.8%,2606,63.4%
Foul Play,B,U,4686,86.5%,59.8%,840,59.5%
Beloved Beggar,W,U,3271,65.2%,59.7%,573,58.6%
Voltaic Visionary,R,U,6261,82.5%,59.7%,1227,63.5%
Faithful Mending,WU,U,1049,29.6%,59.7%,184,
Mourning Patrol,W,C,9781,71.0%,59.7%,1980,59.0%
"Jadar, Ghoulcaller of Nephalia",B,R,2931,87.0%,59.6%,569,66.1%
Manaform Hellkite,R,M,1431,82.5%,59.6%,241,
Rending Flame,R,U,4905,88.6%,59.6%,890,62.5%
Bloodvial Purveyor,B,R,3190,88.5%,59.6%,562,64.2%
Lord of the Forsaken,B,M,1412,86.2%,59.6%,218,
Reckless Stormseeker,R,R,3308,87.9%,59.6%,616,63.6%
Crawl from the Cellar,B,C,8419,63.2%,59.5%,1410,58.7%
Chill of the Grave,U,C,11024,69.6%,59.5%,2206,57.1%
Infernal Grasp,B,U,4175,87.4%,59.5%,797,58.7%
Flare of Faith,W,C,3774,39.5%,59.5%,633,55.1%
Gavony Dawnguard,W,U,4038,85.2%,59.5%,690,61.7%
Circle of Confinement,W,U,4151,86.7%,59.5%,748,59.6%
Candlegrove Witch,W,C,8305,74.0%,59.4%,1808,62.2%
Alluring Suitor,R,U,6386,84.5%,59.4%,1164,62.8%
Vengeful Strangler,B,U,3251,77.5%,59.4%,647,60.1%
Concealing Curtains,B,R,3009,83.1%,59.4%,517,66.7%
Drogskol Infantry,W,C,10542,81.5%,59.3%,2188,59.3%
Clarion Cathars,W,C,4062,41.7%,59.3%,761,58.9%
Haunted Ridge,,R,1557,57.4%,59.3%,281,
Sigarda's Imprisonment,W,C,10092,84.8%,59.3%,1974,57.4%
"Sigarda, Champion of Light",WG,M,1006,71.3%,59.2%,165,
"Thalia, Guardian of Thraben",W,R,1558,74.8%,59.2%,262,
Cathartic Pyre,R,U,4302,87.6%,59.2%,769,59.9%
Stensia Uprising,R,R,3383,82.4%,59.2%,591,58.9%
Neonate's Rush,R,C,8236,55.8%,59.2%,1676,59.4%
Panicked Bystander,W,U,4226,75.9%,59.2%,788,62.3%
"Rem Karolus, Stalwart Slayer",WR,R,1231,50.1%,59.1%,197,
"Geralf, Visionary Stitcher",U,R,4001,89.6%,59.1%,716,60.6%
"Tovolar, Dire Overlord",RG,R,1801,69.9%,59.1%,348,
Poppet Stitcher,U,M,1720,84.9%,59.1%,310,
Bloodtithe Harvester,BR,U,3022,64.7%,59.1%,576,65.6%
Voldaren Bloodcaster,B,R,3234,88.2%,59.1%,645,65.1%
"Odric, Blood-Cursed",WR,R,525,28.8%,59.0%,80,
Fleeting Spirit,W,U,3323,76.5%,59.0%,672,59.1%
Tovolar's Huntmaster,G,R,2952,85.6%,59.0%,531,63.5%
Heron of Hope,W,C,8095,70.6%,59.0%,1566,56.8%
Abrade,R,C,11236,86.7%,58.9%,2360,60.0%
Mirrorhall Mimic,U,R,3957,89.2%,58.9%,666,58.9%
Syncopate,U,C,8230,59.2%,58.9%,1469,61.4%
By Invitation Only,W,R,2598,74.0%,58.9%,454,
Flame-Blessed Bolt,R,C,11029,84.0%,58.9%,2271,61.1%
Eaten Alive,B,C,11974,87.1%,58.9%,2268,59.5%
"Halana and Alena, Partners",RG,R,3227,87.3%,58.9%,551,70.1%
Ritual of Hope,W,U,1596,42.7%,58.9%,248,
Bladestitched Skaab,UB,U,3425,67.8%,58.9%,705,59.7%
Fateful Absence,W,R,2225,85.3%,58.9%,419,
Vanquish the Horde,W,R,2015,70.9%,58.9%,396,
Fell Stinger,B,U,4571,89.5%,58.8%,808,61.3%
Soul-Guide Gryff,W,C,5638,53.0%,58.8%,986,56.5%
Intrepid Adversary,W,M,1421,81.1%,58.8%,230,
Sunrise Cavalier,WR,U,1887,51.0%,58.8%,334,
Phantom Carriage,U,U,3761,68.6%,58.8%,621,60.2%
Voice of the Blessed,W,R,1716,70.8%,58.8%,310,
Geistwave,U,C,7495,54.9%,58.8%,1348,57.4%
Thirst for Discovery,U,U,4646,83.9%,58.8%,803,55.7%
Evolving Wilds,,C,14243,94.0%,58.8%,2900,60.0%
Gavony Silversmith,W,C,8656,80.3%,58.7%,1662,58.7%
Ominous Roost,U,U,1296,28.9%,58.7%,228,
Olivia's Midnight Ambush,B,C,10908,86.0%,58.7%,2164,60.0%
Voldaren Epicure,R,C,8289,67.5%,58.7%,1741,59.5%
Gavony Trapper,W,C,8008,68.5%,58.7%,1521,59.3%
Burn Down the House,R,R,3092,82.9%,58.7%,534,60.1%
Evolving Wilds,,C,14181,93.7%,58.7%,2809,60.3%
"Gisa, Glorious Resurrector",B,R,3009,88.5%,58.7%,527,57.5%
Flame Channeler,R,U,4108,66.0%,58.7%,767,59.3%
Wandering Mind,UR,U,2647,48.6%,58.7%,559,58.9%
Memory Deluge,U,R,3411,84.8%,58.6%,609,56.0%
Arrogant Outlaw,B,C,4948,51.2%,58.6%,918,57.3%
Persistent Specimen,B,C,4039,43.5%,58.6%,754,55.6%
Sacred Fire,WR,U,2320,52.8%,58.6%,429,
Ill-Tempered Loner,R,R,3076,87.1%,58.6%,522,60.0%
Stitched Assistant,U,C,9397,66.1%,58.6%,1871,56.6%
Consider,U,C,7406,56.3%,58.6%,1453,61.9%
Glorious Sunrise,G,R,2840,84.6%,58.6%,479,
Pointed Discussion,B,C,7084,56.7%,58.5%,1285,58.4%
Undead Butler,B,U,3615,80.6%,58.5%,683,59.6%
Cemetery Illuminator,U,M,1647,89.2%,58.5%,297,
Bleed Dry,B,C,11046,87.6%,58.5%,2092,58.4%
"Lier, Disciple of the Drowned",U,M,1273,79.1%,58.5%,222,
Clear Shot,G,U,3699,82.9%,58.4%,663,58.7%
Rite of Oblivion,WB,U,2555,60.4%,58.4%,428,
Hopeful Initiate,W,R,1708,73.1%,58.4%,318,
Markov Waltzer,WR,U,1743,50.0%,58.4%,322,
Wretched Throng,U,C,1779,16.9%,58.4%,679,57.3%
Old Rutstein,BG,R,1675,54.9%,58.4%,289,
Bloodline Culling,B,R,2689,85.3%,58.4%,473,
Kindly Ancestor,W,C,9197,76.7%,58.4%,1824,59.3%
Diregraf Horde,B,C,13528,84.8%,58.3%,2794,57.8%
Moonrager's Slash,R,C,10547,85.5%,58.3%,2196,56.6%
Lunar Frenzy,R,U,4162,80.9%,58.3%,688,60.0%
Rot-Tide Gargantua,B,C,6630,64.0%,58.3%,1148,56.8%
Candletrap,W,C,5433,60.7%,58.3%,1041,55.6%
Thermo-Alchemist,R,U,4062,76.0%,58.3%,736,63.3%
Patrician Geist,U,R,2803,76.6%,58.3%,491,
Dreadhound,B,U,4153,85.8%,58.2%,642,60.7%
Dawnhart Mentor,G,U,3455,74.1%,58.2%,631,59.7%
Defenestrate,B,C,10639,88.1%,58.2%,2040,58.1%
Augur of Autumn,G,R,2729,85.0%,58.2%,512,62.7%
Ascendant Packleader,G,R,1618,73.9%,58.2%,278,
Vampire Socialite,BR,U,2336,65.0%,58.2%,492,
Desperate Farmer,B,C,8989,77.8%,58.2%,1704,57.7%
Ulvenwald Oddity,G,R,2478,85.1%,58.2%,432,
Diregraf Scavenger,B,C,10976,83.8%,58.2%,2232,56.0%
Light Up the Night,R,R,3636,87.1%,58.2%,637,58.9%
Siege Zombie,B,C,10706,79.5%,58.2%,2260,60.2%
Deserted Beach,,R,1622,54.9%,58.1%,306,
Reckless Impulse,R,C,7615,59.4%,58.1%,1475,56.4%
Dominating Vampire,R,R,1409,61.0%,58.1%,242,
Repository Skaab,U,C,7572,55.3%,58.0%,1345,55.7%
Hound Tamer,G,U,4042,83.1%,58.0%,782,56.3%
Festival Crasher,R,C,7440,55.1%,58.0%,1820,59.2%
Syphon Essence,U,C,6716,47.9%,58.0%,1239,56.8%
Cruel Witness,U,C,8077,62.8%,58.0%,1469,59.3%
Binding Geist,U,C,7457,52.7%,58.0%,1432,57.7%
"Eruth, Tormented Prophet",UR,R,1887,53.2%,58.0%,353,
Consuming Blob,G,M,1511,84.9%,58.0%,296,
Selhoff Entomber,U,C,3311,25.8%,58.0%,672,59.1%
Gluttonous Guest,B,C,7456,68.3%,57.9%,1584,55.8%
Hobbling Zombie,B,C,8967,82.5%,57.9%,1786,57.2%
Outland Liberator,G,U,3936,86.4%,57.9%,779,58.8%
Shipwreck Marsh,,R,1887,64.8%,57.9%,362,
Play with Fire,R,U,3857,84.1%,57.9%,724,61.6%
Loyal Gryff,W,U,2423,71.1%,57.9%,409,
Briarbridge Tracker,G,R,2731,82.9%,57.9%,488,
Sundown Pass,,R,1165,45.4%,57.9%,207,
Delver of Secrets,U,U,1985,44.0%,57.8%,420,
Tainted Adversary,B,M,1399,87.4%,57.8%,265,
Falkenrath Celebrants,R,C,11109,77.2%,57.8%,2163,56.9%
Curse of Leeches,B,R,2111,82.3%,57.8%,381,
Mindleech Ghoul,B,C,5882,56.0%,57.8%,1194,57.9%
Shattered Sanctum,,R,1542,57.2%,57.8%,298,
Blood Petal Celebrant,R,C,7392,73.0%,57.8%,1549,58.9%
Spore Crawler,G,C,6947,69.5%,57.7%,1420,58.8%
"Anje, Maid of Dishonor",BR,R,3314,79.6%,57.7%,551,59.2%
Winterthorn Blessing,UG,U,2256,43.8%,57.7%,407,
Eccentric Farmer,G,C,9175,65.0%,57.7%,2076,60.1%
Belligerent Guest,R,C,5198,56.7%,57.7%,1000,58.1%
Catapult Fodder,B,U,2737,55.1%,57.7%,545,54.5%
Silver Bolt,,C,10839,70.6%,57.7%,2027,55.6%
Kessig Wolfrider,R,R,1892,76.1%,57.7%,313,
Bat Whisperer,B,C,3129,33.8%,57.7%,553,55.3%
Smoldering Egg,R,R,2406,69.8%,57.6%,436,
Burn the Accursed,R,C,9169,80.2%,57.6%,1710,55.3%
Hero's Downfall,B,U,3753,88.8%,57.6%,744,57.3%
Famished Foragers,R,C,4449,44.4%,57.6%,818,56.5%
Alchemist's Retrieval,U,C,5607,43.3%,57.6%,978,57.3%
Sigardian Savior,W,M,1222,80.5%,57.6%,194,
Wrenn and Seven,G,M,1361,85.0%,57.6%,260,
Obsessive Astronomer,R,U,3637,74.9%,57.6%,704,56.4%
Reclusive Taxidermist,G,U,3703,83.3%,57.6%,720,62.4%
Piercing Light,W,C,2363,30.9%,57.6%,409,
"Edgar, Charmed Groom",WB,R,2834,83.3%,57.6%,523,59.7%
Rootcoil Creeper,UG,U,2433,51.3%,57.6%,543,59.5%
"Ludevic, Necrogenius",UB,R,2152,64.2%,57.6%,415,
Whispering Wizard,U,U,3519,73.6%,57.6%,663,58.7%
Daybreak Combatants,R,C,1338,16.4%,57.5%,231,
Homestead Courage,W,C,3204,37.7%,57.5%,585,58.5%
Headless Rider,B,R,2895,83.1%,57.5%,503,61.4%
Cobbled Lancer,U,U,2365,49.9%,57.5%,365,
Wash Away,U,U,1021,27.3%,57.5%,160,
Lambholt Harrier,R,C,5079,50.7%,57.5%,990,55.6%
Geistflame Reservoir,R,R,1609,50.3%,57.5%,298,
Kessig Flamebreather,R,C,7466,61.0%,57.5%,1675,57.8%
Voldaren Stinger,R,C,5115,50.4%,57.5%,1008,60.3%
Novice Occultist,B,C,6782,66.2%,57.4%,1376,55.9%
Vampire Slayer,W,C,2245,25.2%,57.4%,402,
Heron-Blessed Geist,W,C,3116,36.8%,57.4%,563,53.3%
Restless Bloodseeker,B,U,3420,71.1%,57.4%,664,60.2%
Dollhouse of Horrors,,R,3820,90.9%,57.4%,636,55.8%
Bloodthirsty Adversary,R,M,1245,82.2%,57.3%,224,
"Jacob Hauken, Inspector",U,M,1878,86.0%,57.3%,336,
Storm the Festival,G,R,1266,61.0%,57.3%,179,
"Katilda, Dawnhart Prime",WG,R,2105,66.6%,57.3%,410,
Archghoul of Thraben,B,U,2884,70.6%,57.3%,580,57.6%
Harvesttide Sentry,G,C,7105,66.5%,57.3%,1543,55.8%
Blood Pact,B,C,2780,31.6%,57.3%,486,
Jack-o'-Lantern,,C,5321,33.1%,57.3%,1074,54.0%
Shadowbeast Sighting,G,C,8567,74.7%,57.3%,1741,55.8%
Sunstreak Phoenix,R,M,1388,84.0%,57.3%,255,
Rise of the Ants,G,U,3747,72.0%,57.3%,652,58.7%
"Jerren, Corrupted Bishop",B,M,1240,84.4%,57.3%,210,
Wedding Invitation,,C,4644,32.5%,57.3%,957,58.1%
Vampire Interloper,B,C,5346,62.0%,57.2%,1157,58.8%
Seize the Storm,R,U,3391,55.4%,57.2%,654,52.0%
Falkenrath Perforator,R,C,5076,52.7%,57.2%,1064,54.7%
"Saryth, the Viper's Fang",G,R,2140,80.9%,57.1%,355,
Creepy Puppeteer,R,R,3049,79.9%,57.1%,542,61.8%
Gift of Fangs,B,C,4747,56.2%,57.1%,887,55.4%
Deathcap Glade,,R,1038,46.5%,57.1%,216,
Courier Bat,B,C,4541,48.2%,57.1%,816,54.3%
Secrets of the Key,U,C,2241,18.6%,57.1%,363,
Brimstone Vandal,R,C,3299,37.0%,57.1%,649,54.1%
Massive Might,G,C,5221,50.4%,57.1%,927,55.0%
Militia Rallier,W,C,2081,24.8%,57.1%,352,
Bloodcrazed Socialite,B,C,7161,65.9%,57.1%,1351,56.0%
Join the Dance,WG,U,1165,36.0%,57.1%,202,
Dawnhart Wardens,WG,U,1756,53.6%,57.1%,347,
Adamant Will,W,C,3938,44.4%,57.1%,642,56.1%
Dawnhart Disciple,G,C,5200,53.2%,57.1%,1151,57.5%
Deathbonnet Sprout,G,U,4095,67.3%,57.0%,864,59.5%
Hungry Ridgewolf,R,C,4786,50.3%,57.0%,1088,57.8%
Fearful Villager,R,C,5781,56.7%,57.0%,1192,56.7%
Vilespawn Spider,UG,U,2178,45.1%,57.0%,464,
Mask of Griselbrand,B,R,2389,80.4%,57.0%,414,
Galedrifter,U,C,8676,61.3%,57.0%,1639,55.6%
Runebound Wolf,R,U,1972,61.1%,57.0%,398,
Parish-Blade Trainee,W,C,3095,43.7%,57.0%,629,57.9%
Child of the Pack,RG,U,3094,70.0%,57.0%,588,52.2%
Dissipate,U,U,1691,41.5%,56.9%,268,
Covert Cutpurse,B,U,2650,68.8%,56.9%,474,
Falkenrath Forebear,B,R,2619,83.9%,56.9%,496,
Cradle of Safety,U,C,4341,34.4%,56.9%,712,54.6%
Wolf Strike,G,C,8505,83.0%,56.9%,1659,58.2%
Hungry for More,BR,U,1511,45.2%,56.9%,290,
Fangblade Brigand,R,U,4357,79.6%,56.9%,800,56.6%
Alchemist's Gambit,R,R,515,21.1%,56.9%,78,
Weaver of Blossoms,G,C,9082,82.3%,56.9%,1928,58.4%
Flourishing Hunter,G,C,7339,70.3%,56.9%,1295,54.5%
Cemetery Gatekeeper,R,M,995,78.3%,56.9%,200,
Electric Revelation,R,C,4735,40.2%,56.9%,840,56.0%
Sure Strike,R,C,4152,44.4%,56.9%,693,54.1%
Olivia's Attendants,R,R,3407,86.3%,56.8%,537,53.6%
Ballista Watcher,R,U,5358,83.8%,56.8%,939,54.2%
Bramble Wurm,G,U,3468,80.9%,56.8%,555,59.6%
Path of Peril,B,R,1624,64.7%,56.8%,302,
Ardent Elementalist,R,C,5082,47.7%,56.8%,891,54.7%
Tapping at the Window,G,C,1230,13.4%,56.7%,223,
Gryff Rider,W,C,4015,54.4%,56.7%,799,55.3%
Inspired Idea,U,R,2598,68.5%,56.7%,459,
Might of the Old Ways,G,C,2896,32.0%,56.7%,423,
Stolen Vitality,R,C,4285,43.7%,56.7%,772,57.1%
Infestation Expert,G,U,4140,77.0%,56.7%,702,58.7%
Avabruck Caretaker,G,M,1476,84.7%,56.7%,268,
Graf Reaver,B,R,822,41.2%,56.7%,159,
Primal Adversary,G,M,1226,80.8%,56.7%,211,
"Arlinn, the Pack's Hope",RG,M,962,75.0%,56.7%,148,
Unnatural Moonrise,RG,U,768,29.8%,56.6%,119,
Baneblade Scoundrel,B,U,2562,68.2%,56.6%,430,
Stormcarved Coast,,R,1395,48.3%,56.6%,259,
Brood Weaver,G,U,1501,46.6%,56.6%,259,
Wedding Security,B,U,931,39.1%,56.6%,169,
Triskaidekaphile,U,R,2721,76.5%,56.6%,467,
Grisly Ritual,B,C,6331,61.6%,56.6%,1004,54.9%
Duel for Dominance,G,C,6472,73.6%,56.6%,1205,54.0%
Croaking Counterpart,UG,R,1233,36.2%,56.5%,222,
Bereaved Survivor,W,U,1647,52.8%,56.5%,278,
Blood Servitor,,C,1173,10.8%,56.5%,222,
Voldaren Estate,,R,1104,40.7%,56.5%,185,
Sigardian Paladin,WG,U,1184,44.2%,56.5%,215,
"Olivia, Crimson Bride",BR,M,1223,78.3%,56.5%,160,
Packsong Pup,G,U,2534,75.8%,56.5%,488,
Dig Up,G,R,1277,53.2%,56.5%,251,
Bird Admirer,G,C,5272,58.9%,56.4%,1026,55.7%
Kessig Naturalist,RG,U,2625,66.3%,56.4%,550,60.9%
Runo Stromkirk,UB,R,1408,52.3%,56.4%,243,
Arm the Cathars,W,U,1119,39.0%,56.4%,149,
Hiveheart Shaman,G,R,2909,81.6%,56.4%,496,
Falkenrath Pit Fighter,R,R,1836,66.2%,56.4%,319,
Bloody Betrayal,R,C,1444,16.1%,56.4%,231,
Burly Breaker,G,U,3178,77.3%,56.3%,547,56.7%
Voldaren Ambusher,R,U,1939,54.2%,56.3%,361,
Oakshade Stalker,G,U,2524,69.4%,56.3%,462,
Mulch,G,C,1810,18.7%,56.3%,375,
Hookhand Mariner,G,C,8210,74.1%,56.3%,1586,54.6%
Ancestral Anger,R,C,3200,28.4%,56.3%,812,55.5%
Crossroads Candleguide,,C,1555,13.7%,56.3%,224,
Lambholt Raconteur,R,U,2967,65.6%,56.3%,588,57.0%
Rotten Reunion,B,C,2921,29.0%,56.2%,454,
Estwald Shieldbasher,W,C,1827,28.4%,56.2%,333,
Immolation,R,C,3350,36.1%,56.1%,615,54.3%
Apprentice Sharpshooter,G,C,3579,46.1%,56.1%,647,54.1%
Savior of Ollenbock,W,M,1103,79.9%,56.1%,181,
Witch's Web,G,C,2807,35.3%,56.1%,450,
Sunset Revelry,W,U,1064,39.8%,56.1%,180,
Champion of the Perished,B,R,1820,67.3%,56.1%,339,
Blood Hypnotist,R,U,970,30.9%,56.1%,169,
The Celestus,,R,2960,85.8%,56.1%,581,55.2%
Diregraf Rebirth,BG,U,1502,43.4%,56.1%,236,
Sporeback Wolf,G,C,5540,60.4%,56.0%,1156,54.5%
"Teferi, Who Slows the Sunset",WU,M,753,64.7%,56.0%,114,
"Torens, Fist of the Angels",WG,R,1915,69.1%,56.0%,349,
Siphon Insight,UB,R,1596,63.6%,56.0%,284,
Corpse Cobble,UB,U,1357,34.7%,56.0%,233,
Mounted Dreadknight,R,C,2122,26.0%,56.0%,381,
Pestilent Wolf,G,C,4251,52.1%,56.0%,813,57.6%
Dormant Grove,G,U,4145,81.4%,55.9%,760,57.5%
Undying Malice,B,C,4578,46.2%,55.9%,805,54.2%
Drownyard Amalgam,U,C,2538,23.4%,55.9%,386,
Bladebrand,B,C,2329,26.8%,55.9%,399,
Wolfkin Outcast,G,U,2739,69.3%,55.9%,452,
Unblinking Observer,U,C,2938,24.5%,55.9%,553,50.8%
Blood Fountain,B,C,7462,63.1%,55.8%,1326,51.7%
Lacerate Flesh,R,C,4155,47.3%,55.8%,737,52.8%
Hamlet Vanguard,G,R,1677,71.0%,55.8%,298,
Raze the Effigy,R,C,1102,13.4%,55.8%,184,
Spellrune Painter,R,U,3749,71.6%,55.8%,690,54.5%
Firmament Sage,U,U,2101,52.7%,55.8%,365,
Steelclad Spirit,U,C,2361,19.8%,55.8%,429,
Dawnhart Rejuvenator,G,C,4710,55.0%,55.8%,940,56.3%
Galvanic Iteration,UR,R,1022,33.3%,55.8%,170,
Fear of Death,U,C,1603,14.8%,55.8%,320,
Devious Cover-Up,U,C,3013,26.0%,55.8%,525,50.9%
Odric's Outrider,W,U,2125,69.2%,55.7%,383,
Otherworldly Gaze,U,C,1253,12.2%,55.7%,234,
Sungold Barrage,W,C,2721,38.7%,55.6%,441,
Markov Purifier,WB,U,2060,60.9%,55.6%,404,
Defend the Celestus,G,U,1246,49.9%,55.6%,192,
Bounding Wolf,G,C,2141,29.5%,55.6%,422,
Harvesttide Infiltrator,R,C,3276,38.2%,55.6%,685,52.8%
"Slogurk, the Overslime",UG,R,1580,47.3%,55.5%,270,
Storm Skreelix,UR,U,1630,38.0%,55.5%,288,
"Chandra, Dressed to Kill",R,M,570,65.4%,55.4%,113,
Foreboding Statue,,U,4817,82.2%,55.4%,971,53.5%
Cemetery Prowler,G,M,1146,79.7%,55.4%,203,
Retrieve,G,U,787,25.9%,55.4%,130,
Howlpack Piper,G,R,2297,80.5%,55.4%,429,
Bloodtithe Collector,B,U,2346,73.0%,55.4%,408,
Shady Traveler,B,C,4934,48.7%,55.4%,989,54.7%
Snarling Wolf,G,C,2718,37.3%,55.3%,502,57.8%
Mischievous Catgeist,U,U,3702,72.6%,55.3%,701,52.2%
Snarling Wolf,G,C,2919,40.2%,55.3%,565,56.3%
Stromkirk Bloodthief,B,U,2267,70.6%,55.3%,425,
Rockfall Vale,,R,1187,54.2%,55.3%,261,
Edgar's Awakening,B,U,1704,46.4%,55.2%,272,
Distracting Geist,W,U,2606,65.1%,55.2%,458,
