"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Yahenni, Undying Partisan","B","R","5927","83.2%","55.9%","1031","61.2%"
"Baral's Expertise","U","R","6363","81.6%","55.9%","1009","56.5%"
"Merchant's Dockhand","","R","5254","71.9%","55.9%","1007","55.4%"
"Riparian Tiger","G","C","35673","77.1%","55.9%","6590","56.6%"
"Subtle Strike","B","C","31280","61.4%","55.9%","6133","57.9%"
"Winding Constrictor","BG","U","11661","70.5%","55.9%","2384","59.9%"
"Wildest Dreams","G","R","4228","62.3%","55.8%","660","55.9%"
"Reckless Fireweaver","R","C","24172","56.1%","55.8%","5231","55.6%"
"Enraged Giant","R","U","13147","69.4%","55.8%","2237","55.7%"
"Armorcraft Judge","G","U","14119","80.2%","55.8%","2492","54.4%"
"Spirebluff Canal","","R","3163","54.8%","55.8%","598","58.2%"
"Nature's Way","G","U","16029","87.6%","55.8%","2793","54.2%"
"Propeller Pioneer","W","C","33581","74.0%","55.7%","6717","55.3%"
"Chief of the Foundry","","U","15574","91.6%","55.7%","2907","57.3%"
"Speedway Fanatic","R","U","8367","54.8%","55.7%","1595","53.9%"
"Destructive Tampering","R","C","10243","21.0%","55.7%","1582","55.2%"
"Aether Theorist","U","C","33808","66.0%","55.6%","7228","56.2%"
"Hunt the Weak","G","C","43926","81.9%","55.6%","9015","54.1%"
"Monstrous Onslaught","G","U","14713","76.4%","55.6%","2423","52.9%"
"Aether Hub","","U","13587","89.0%","55.6%","2589","56.2%"
"Druid of the Cowl","G","C","39467","81.4%","55.6%","8682","57.4%"
"Glint-Nest Crane","U","U","10478","65.6%","55.6%","1988","58.4%"
"Essence Extraction","B","U","13780","83.9%","55.5%","2546","53.7%"
"Daredevil Dragster","","U","14596","83.2%","55.5%","2629","55.2%"
"Wispweaver Angel","W","U","11779","78.1%","55.5%","1919","54.1%"
"Eddytrail Hawk","W","C","25856","64.8%","55.3%","5380","55.9%"
"Attune with Aether","G","C","41899","79.1%","55.3%","9504","56.1%"
"Gearseeker Serpent","U","C","38833","71.7%","55.3%","7688","54.5%"
"Sram's Expertise","W","R","5525","83.7%","55.3%","904","57.7%"
"Hinterland Drake","U","C","25259","55.5%","55.3%","5297","55.9%"
"Shipwreck Moray","U","C","13386","29.1%","55.3%","2413","55.0%"
"Lifecrafter's Bestiary","","R","6704","85.3%","55.3%","1232","58.0%"
"Gearshift Ace","W","U","10767","75.3%","55.2%","2113","53.0%"
"Thriving Turtle","U","C","23310","49.5%","55.2%","4904","58.4%"
"Servo Exhibition","W","U","11356","75.9%","55.2%","2196","56.6%"
"Aviary Mechanic","W","C","35517","69.8%","55.2%","7592","53.8%"
"Dark Intimations","UBR","R","1849","27.4%","55.2%","319",""
"Toolcraft Exemplar","W","R","4024","76.2%","55.2%","687","60.0%"
"Sram, Senior Edificer","W","R","4736","75.3%","55.2%","858","59.3%"
"Inspiring Vantage","","R","2766","50.8%","55.2%","501","58.3%"
"Built to Last","W","C","12151","29.5%","55.2%","2013","53.9%"
"Trophy Mage","U","U","10167","61.4%","55.2%","1868","57.2%"
"Vengeful Rebel","B","U","15003","83.6%","55.1%","2846","55.4%"
"Inspired Charge","W","C","13489","29.9%","55.1%","2145","54.2%"
"Frontline Rebel","R","C","10634","22.6%","55.1%","2153","54.4%"
"Lathnu Sailback","R","C","3582","8.1%","55.1%","569","53.8%"
"Revoke Privileges","W","C","35599","80.8%","55.0%","7436","53.2%"
"Countless Gears Renegade","W","C","31843","68.9%","55.0%","6758","54.7%"
"Marionette Master","B","R","6091","84.7%","55.0%","995","54.8%"
"Botanical Sanctum","","R","2871","51.0%","55.0%","572","58.9%"
"Empyreal Voyager","UG","U","12107","70.3%","55.0%","2333","55.9%"
"Highspire Artisan","G","C","20561","44.4%","54.9%","4145","54.1%"
"Renegade Map","","C","49806","78.7%","54.9%","10783","57.0%"
"Daring Demolition","B","C","37441","81.8%","54.9%","7789","53.7%"
"Spire Patrol","WU","U","8554","57.1%","54.9%","1586","54.7%"
"Cogworker's Puzzleknot","","C","28355","60.9%","54.9%","6224","54.7%"
"Weaponcraft Enthusiast","B","U","13495","82.1%","54.9%","2507","56.4%"
"Eager Construct","","C","25646","51.1%","54.9%","5402","54.7%"
"Maulfist Squad","B","C","26607","58.4%","54.8%","5306","53.9%"
"Prophetic Prism","","C","46085","74.5%","54.8%","10175","55.5%"
"Yahenni's Expertise","B","R","5184","76.6%","54.8%","953","57.0%"
"Scrapheap Scrounger","","R","5431","86.6%","54.8%","1032","64.9%"
"Fatal Push","B","U","12256","84.0%","54.7%","2312","55.8%"
"Ballista Charger","","U","9935","69.0%","54.7%","1569","53.3%"
"Malfunction","U","C","25070","55.2%","54.7%","4692","51.9%"
"Die Young","B","C","31453","68.0%","54.6%","6499","52.8%"
"Fabrication Module","","U","14586","84.9%","54.6%","2594","54.9%"
"Ravenous Intruder","R","U","4046","27.3%","54.4%","740","53.1%"
"Dukhara Peafowl","","C","20342","41.4%","54.4%","3753","52.1%"
"Impeccable Timing","W","C","19167","53.9%","54.4%","3798","51.9%"
"Rashmi, Eternities Crafter","UG","M","2995","79.5%","54.4%","518","57.7%"
"Embraal Bruiser","B","U","9727","66.8%","54.3%","1857","55.7%"
"Dovin Baan","WU","M","2239","72.5%","54.3%","399",""
"Implement of Malice","","C","17872","39.2%","54.3%","3482","54.5%"
"Key to the City","","R","6374","86.8%","54.3%","1083","47.6%"
"Wind-Kin Raiders","U","U","11725","73.1%","54.3%","1978","52.8%"
"Shielded Aether Thief","U","U","12130","73.4%","54.2%","2286","54.1%"
"Lifecraft Cavalry","G","C","29220","63.8%","54.2%","5208","51.8%"
"Tezzeret the Schemer","UB","M","2708","77.7%","54.2%","461",""
"Aether Tradewinds","U","C","15287","30.1%","54.2%","2668","50.4%"
"Master Trinketeer","W","R","6421","90.7%","54.2%","1109","53.9%"
"Fourth Bridge Prowler","B","C","7714","20.4%","54.1%","1454","56.5%"
"Wild Wanderer","G","C","21913","49.0%","54.1%","4210","53.0%"
"Sage of Shaila's Claim","G","C","22821","52.1%","54.1%","4731","52.4%"
"Airdrop Aeronauts","W","U","11298","76.9%","54.1%","1883","54.7%"
"Animation Module","","R","4364","67.8%","54.1%","729","55.1%"
"Prakhata Pillar-Bug","","C","23295","53.0%","54.0%","4629","52.8%"
"Shrewd Negotiation","U","U","11826","62.2%","54.0%","1956","51.4%"
"Fragmentize","W","C","11085","30.4%","54.0%","1860","50.9%"
"Midnight Oil","B","R","4704","54.6%","54.0%","815","52.3%"
"Narnam Cobra","","C","25934","57.2%","53.9%","5420","51.1%"
"Irontread Crusher","","C","14612","37.7%","53.8%","2512","54.2%"
"Illusionist's Stratagem","U","U","6863","42.3%","53.8%","1030","53.7%"
"Live Fast","B","C","18044","44.0%","53.7%","3393","52.3%"
"Make Obsolete","B","U","6549","43.5%","53.7%","1103","49.6%"
"Implement of Examination","","C","17901","37.3%","53.6%","3334","51.4%"
"Foundry Inspector","","U","9780","78.8%","53.6%","1878","53.4%"
"Restoration Gearsmith","WB","U","10400","63.3%","53.6%","1998","52.8%"
"Kambal, Consul of Allocation","WB","R","3178","61.0%","53.6%","611","55.6%"
"Scrap Trawler","","R","4940","84.9%","53.6%","853","49.6%"
"Mobile Garrison","","C","15549","40.8%","53.6%","2723","51.1%"
"Decoction Module","","U","10582","63.7%","53.6%","1904","49.1%"
"Herald of the Fair","W","C","8505","22.5%","53.5%","1737","52.9%"
"Alley Evasion","W","C","7214","16.8%","53.3%","1146","51.4%"
"Aeronaut Admiral","W","U","6605","50.1%","53.2%","1220","49.3%"
"Nimble Innovator","U","C","13362","30.6%","53.2%","2587","50.0%"
"Aetherborn Marauder","B","U","9417","70.5%","53.1%","1766","51.8%"
"Foundry Screecher","B","C","19314","51.1%","53.1%","3838","51.0%"
"Precise Strike","R","C","3126","6.9%","53.1%","494",""
"Peacewalker Colossus","","R","2222","61.1%","53.1%","364",""
"Peema Aether-Seer","G","U","7706","58.2%","53.1%","1245","50.8%"
"Foundry Hornet","B","U","7496","56.0%","53.0%","1264","54.0%"
"Ovalchase Dragster","","U","7068","58.4%","53.0%","1250","51.7%"
"Oath of Ajani","WG","R","2668","48.7%","52.9%","437",""
"Dynavolt Tower","","R","3444","64.4%","52.9%","606","49.7%"
"Select for Inspection","U","C","6036","15.3%","52.8%","1010","48.3%"
"Fortuitous Find","B","C","13477","29.8%","52.8%","2144","48.7%"
"Bastion Mastodon","","C","10430","27.5%","52.8%","1673","51.1%"
"Spire of Industry","","R","3142","63.9%","52.7%","539","52.3%"
"Hijack","R","C","2061","5.3%","52.7%","329",""
"Unbridled Growth","G","C","15141","34.7%","52.7%","2947","52.9%"
"Restoration Specialist","W","U","8138","59.6%","52.6%","1499","49.4%"
"Renegade Rallier","WG","U","6188","47.9%","52.6%","1142","51.4%"
"Heroic Intervention","G","R","2536","58.7%","52.6%","392",""
"Siege Modification","R","U","3210","26.4%","52.5%","521","49.1%"
"Tezzeret's Touch","UB","U","5714","41.5%","52.5%","1113","54.9%"
"Reservoir Walker","","C","5723","15.9%","52.5%","957","49.9%"
"Era of Innovation","U","U","12003","63.3%","52.5%","2240","49.2%"
"Saheeli Rai","UR","M","1674","64.2%","52.4%","265",""
"Inventors' Fair","","R","2004","56.5%","52.4%","326",""
"Kari Zev's Expertise","R","R","1316","33.4%","52.4%","224",""
"Barricade Breaker","","U","7989","60.7%","52.3%","1354","48.9%"
"Padeem, Consul of Innovation","U","R","4826","73.7%","52.3%","807","50.9%"
"Ice Over","U","C","13932","36.6%","52.3%","2736","48.0%"
"Underhanded Designs","B","U","10815","68.5%","52.3%","1982","48.8%"
"Fateful Showdown","R","R","1862","31.6%","52.1%","288",""
"Concealed Courtyard","","R","2252","45.5%","52.1%","447",""
"Contraband Kingpin","UB","U","6110","45.9%","52.1%","1238","54.3%"
"Weldfast Wingsmith","U","C","7199","18.3%","52.1%","1236","53.2%"
"Blooming Marsh","","R","2062","42.7%","52.1%","405",""
"Cathartic Reunion","R","C","3537","8.3%","52.1%","603","48.4%"
"Tezzeret's Ambition","U","C","11068","24.1%","52.1%","1837","50.7%"
"Fen Hauler","B","C","16436","39.0%","52.1%","2887","49.4%"
"Servo Schematic","","U","5446","44.3%","51.9%","1059","52.9%"
"Paradoxical Outcome","U","R","1160","21.4%","51.8%","182",""
"Consulate Skygate","","C","8824","24.0%","51.8%","1740","49.2%"
"Fretwork Colony","B","U","6182","55.8%","51.7%","1192","55.9%"
"Hazardous Conditions","BG","U","3100","23.7%","51.7%","527","47.8%"
"Defiant Salvager","B","C","14481","37.4%","51.7%","2941","49.2%"
"Alley Strangler","B","C","6006","16.7%","51.6%","1218","50.1%"
"Ruinous Gremlin","R","C","3707","9.4%","51.6%","679","49.0%"
"Night Market Aeronaut","B","C","8706","24.3%","51.5%","1583","46.7%"
"Electrostatic Pummeler","","R","2074","53.4%","51.4%","350",""
"Hidden Stockpile","WB","U","8912","61.4%","51.4%","1704","51.2%"
"Whirlermaker","","U","6291","57.0%","51.2%","1115","47.8%"
"Aetherworks Marvel","","M","1258","55.2%","51.0%","206",""
"Engineered Might","WG","U","2244","17.9%","50.9%","336",""
"Aether Inspector","W","C","8781","28.8%","50.9%","1600","50.2%"
"Disallow","U","R","1353","34.6%","50.8%","198",""
"Conviction","W","C","3943","11.0%","50.7%","680","46.0%"
"Universal Solvent","","C","5145","12.5%","50.6%","906","47.6%"
"Woodweaver's Puzzleknot","","C","6751","19.4%","50.5%","1258","48.0%"
"Hope of Ghirapur","","R","1744","56.2%","50.5%","330",""
"Metallurgic Summonings","U","M","1070","42.1%","50.3%","169",""
"Baral, Chief of Compliance","U","R","1598","39.6%","50.2%","284",""
"Panharmonicon","","R","3004","67.0%","49.5%","500","47.0%"
"Demolition Stomper","","U","1307","16.3%","49.3%","222",""
"Revolutionary Rebuff","U","C","1951","5.8%","49.1%","341",""
"Mind Rot","B","C","1116","3.2%","48.5%","200",""
"Refurbish","W","U","615","5.7%","48.3%","81",""
"Creeping Mold","G","U","1164","9.8%","48.3%","205",""
"Sly Requisitioner","B","U","3758","33.3%","47.9%","599","38.7%"
"Metalwork Colossus","","R","2134","51.3%","47.5%","325",""
"Workshop Assistant","","C","8096","22.2%","47.4%","1591","43.7%"
"Consulate Turret","","C","4161","15.7%","47.3%","749","43.5%"
"Pendulum of Patterns","","C","1467","4.4%","47.0%","260",""
"Authority of the Consuls","W","R","814","30.9%","46.8%","158",""
"Ornithopter","","U","979","12.3%","46.7%","174",""
"Ceremonious Rejection","U","U","331","2.8%","","60",""
"Whir of Invention","U","R","424","8.8%","","74",""
"Lost Legacy","B","R","15","0.3%","","2",""
"Indomitable Creativity","R","M","221","9.2%","","42",""
"Commencement of Festivities","G","C","225","0.6%","","50",""
"Aetherflux Reservoir","","R","462","11.9%","","76",""
"Paradox Engine","","M","167","10.5%","","20",""
"Planar Bridge","","M","120","6.6%","","16",""
