"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Anticipate","U","C","1263","59.4%","58.2%","223",""
"Meandering River","","C","775","55.4%","58.2%","149",""
"Bloodthirsty Aerialist","B","U","1112","92.3%","58.2%","210",""
"Rapacious Dragon","R","U","923","88.6%","58.2%","147",""
"Oreskos Swiftclaw","W","C","1725","65.4%","58.1%","353",""
"Mentor of the Meek","W","R","609","86.3%","58.1%","83",""
"Yarok's Fenlurker","B","U","986","88.7%","58.1%","193",""
"Obsessive Stitcher","UB","U","988","76.1%","58.1%","193",""
"Valorous Steed","W","C","1458","68.0%","58.1%","241",""
"Djinn of Wishes","U","R","587","94.2%","58.1%","97",""
"Dryad Greenseeker","G","U","1613","88.6%","58.1%","323",""
"Rousing Read","U","C","3412","87.8%","58.1%","684","58.6%"
"Thornhide Wolves","G","C","1378","57.7%","58.1%","265",""
"Sift","U","U","1299","81.2%","58.0%","242",""
"Silversmote Ghoul","B","U","877","79.8%","58.0%","177",""
"Unchained Berserker","R","U","1084","81.5%","58.0%","213",""
"Concordia Pegasus","W","C","2063","83.3%","58.0%","398",""
"Pacifism","W","C","2996","93.5%","58.0%","598","59.4%"
"Exclusion Mage","U","U","1484","89.7%","58.0%","262",""
"Goblin Instigator","R","C","2346","78.8%","57.9%","462",""
"Scoured Barrens","","C","1121","72.9%","57.9%","209",""
"Shock","R","C","2940","85.3%","57.9%","603","61.2%"
"Gale Swooper","W","C","2873","89.5%","57.9%","544","53.5%"
"Shock","R","C","3172","94.5%","57.9%","620","62.1%"
"Bone to Ash","U","C","2284","74.7%","57.9%","451",""
"Hieromancer's Cage","W","U","1208","89.5%","57.9%","222",""
"Metropolis Sprite","U","C","3240","88.4%","57.8%","674","57.0%"
"Chandra, Novice Pyromancer","R","U","1218","88.3%","57.8%","188",""
"Stone Quarry","","C","725","46.2%","57.8%","153",""
"Brawl-Bash Ogre","BR","U","507","51.9%","57.8%","89",""
"Deathbloom Thallid","B","C","3549","93.7%","57.8%","713","57.2%"
"Short Sword","","C","2025","65.3%","57.8%","377",""
"Gravedigger","B","U","1454","91.7%","57.8%","263",""
"Steadfast Sentry","W","C","2327","86.1%","57.7%","498",""
"Anticipate","U","C","1504","63.1%","57.7%","261",""
"Corpse Knight","WB","U","773","75.1%","57.7%","148",""
"Cavalry Drillmaster","W","C","2671","83.9%","57.7%","547","59.4%"
"Steel Overseer","","R","520","96.5%","57.7%","108",""
"Skeleton Archer","B","C","2585","81.6%","57.7%","502","64.1%"
"Skyscanner","","C","4260","96.9%","57.7%","848","59.0%"
"Tempered Veteran","W","U","756","83.5%","57.7%","141",""
"Chandra's Embercat","R","C","2160","74.3%","57.6%","442",""
"Sure Strike","R","C","1499","59.3%","57.6%","241",""
"Horizon Scholar","U","U","1383","91.3%","57.6%","216",""
"Wind-Scarred Crag","","C","906","64.1%","57.6%","181",""
"Unsummon","U","C","2659","85.5%","57.6%","457",""
"Rabid Bite","G","C","3120","85.2%","57.6%","613","58.9%"
"Air Elemental","U","U","1457","92.9%","57.6%","262",""
"Raise the Alarm","W","C","2831","87.3%","57.6%","580","59.0%"
"Lavakin Brawler","R","C","1598","59.7%","57.6%","332",""
"Plague Mare","B","U","935","82.7%","57.5%","146",""
"Aven Gagglemaster","W","U","1088","93.6%","57.5%","178",""
"Fabled Passage","","R","518","100.0%","57.5%","90",""
"Enthralling Hold","U","U","1549","96.3%","57.5%","258",""
"Barkhide Troll","G","U","1186","93.7%","57.5%","222",""
"Apostle of Purifying Light","W","U","1016","84.6%","57.5%","197",""
"Llanowar Visionary","G","C","3675","98.3%","57.5%","742","64.4%"
"Murder","B","C","3445","93.7%","57.4%","686","57.9%"
"Goblin Smuggler","R","C","2259","76.5%","57.4%","450",""
"Pack Mastiff","R","C","2261","75.5%","57.4%","514","56.6%"
"Lightning Strike","R","U","1350","89.8%","57.4%","240",""
"Boreal Elemental","U","C","3577","90.5%","57.4%","628","55.7%"
"Opt","U","C","2374","79.5%","57.4%","453",""
"Skyscanner","","C","4100","97.1%","57.4%","799","56.9%"
"Fathom Fleet Cutthroat","B","C","1412","65.8%","57.4%","261",""
"Sleep","U","U","980","79.3%","57.3%","178",""
"Capture Sphere","U","C","3003","91.7%","57.3%","565","57.7%"
"Scorch Spitter","R","C","1298","62.0%","57.3%","257",""
"Wind-Scarred Crag","","C","656","54.6%","57.3%","128",""
"Faith's Fetters","W","U","1478","95.7%","57.3%","252",""
"Frost Lynx","U","C","3522","90.1%","57.3%","711","53.7%"
"Viashino Pyromancer","R","C","2143","83.1%","57.3%","425",""
"Sleep Paralysis","U","C","2695","85.5%","57.3%","533","54.8%"
"Masked Blackguard","B","C","1682","68.9%","57.3%","324",""
"Havoc Jester","R","U","545","59.8%","57.2%","107",""
"Moorland Inquisitor","W","C","2374","81.9%","57.2%","476",""
"Omenspeaker","U","C","2871","82.2%","57.2%","550","57.3%"
"Strangling Spores","B","C","3008","84.2%","57.2%","546","53.1%"
"Squad Captain","W","C","1068","58.2%","57.2%","172",""
"Ghastbark Twins","G","U","689","85.3%","57.2%","89",""
"Ajani's Pridemate","W","U","1086","87.7%","57.2%","183",""
"Shock","R","C","3314","94.1%","57.2%","668","58.4%"
"Nightmare's Thirst","B","U","761","66.9%","57.2%","147",""
"Chandra's Outrage","R","C","3503","92.6%","57.2%","650","56.8%"
"Abnormal Endurance","B","C","954","51.3%","57.1%","151",""
"Keen Glidemaster","U","C","2927","83.2%","57.1%","584","56.0%"
"Walking Corpse","B","C","851","45.3%","57.1%","155",""
"Goblin Arsonist","R","C","1231","58.1%","57.1%","231",""
"Pitchburn Devils","R","C","1373","63.3%","57.1%","225",""
"Luminous Bonds","W","C","2738","83.7%","57.1%","496",""
"Legion's Judgment","W","C","995","60.5%","57.1%","166",""
"Banefire","R","R","671","94.5%","57.1%","126",""
"Mighty Leap","W","C","708","38.1%","57.1%","123",""
"Thrashing Brontodon","G","U","1176","96.2%","57.1%","205",""
"Electrify","R","C","3337","84.8%","57.1%","660","56.2%"
"Lorescale Coatl","UG","U","889","80.1%","57.0%","179",""
"Inspired Charge","W","C","989","46.9%","57.0%","161",""
"Brash Taunter","R","R","612","95.9%","57.0%","110",""
"Dawning Angel","W","C","2522","82.3%","57.0%","484",""
"Take Vengeance","W","C","1544","73.5%","57.0%","280",""
"Warden of the Woods","G","U","1288","96.3%","57.0%","204",""
"Howling Giant","G","U","1360","94.6%","57.0%","232",""
"Skeleton Archer","B","C","2542","83.6%","57.0%","457",""
"Grasp of Darkness","B","C","3399","96.5%","57.0%","667","57.0%"
"Blood Glutton","B","C","1347","66.1%","56.9%","230",""
"Vryn Wingmare","W","U","831","79.9%","56.9%","152",""
"Boneclad Necromancer","B","C","1866","70.9%","56.9%","319",""
"Bolt Hound","R","U","926","89.5%","56.9%","180",""
"Daybreak Charger","W","C","2944","89.0%","56.9%","644","60.1%"
"Moat Piranhas","U","C","2219","71.1%","56.9%","447",""
"Goremand","B","U","1136","91.8%","56.9%","175",""
"Goblin Bird-Grabber","R","C","1555","62.0%","56.8%","282",""
"Fetid Imp","B","C","2660","92.0%","56.8%","484",""
"Creeping Trailblazer","RG","U","558","65.3%","56.8%","107",""
"Makeshift Battalion","W","C","1966","80.6%","56.8%","372",""
"Daybreak Chaplain","W","C","1785","77.9%","56.8%","338",""
"Burn Bright","R","C","749","38.0%","56.7%","144",""
"Stormwing Entity","U","R","580","96.3%","56.7%","84",""
"Aerial Engineer","WU","U","635","64.3%","56.7%","130",""
"Volley Veteran","R","U","972","73.7%","56.7%","159",""
"Dismal Backwater","","C","1660","83.0%","56.7%","325",""
"Mistral Singer","U","C","3231","93.9%","56.7%","686","55.5%"
"Tranquil Cove","","C","930","67.8%","56.7%","171",""
"Infuriate","R","C","1645","66.1%","56.7%","266",""
"Leonin Vanguard","W","U","715","73.9%","56.6%","113",""
"Scorching Dragonfire","R","C","3773","97.3%","56.6%","752","54.9%"
"Blood for Bones","B","U","1123","88.2%","56.6%","175",""
"Crypt Lurker","B","C","2066","74.9%","56.6%","379",""
"Isareth the Awakener","B","R","581","88.7%","56.6%","101",""
"Heartfire Immolator","R","U","1397","94.3%","56.6%","274",""
"Aviation Pioneer","U","C","3125","85.5%","56.6%","639","54.8%"
"Negate","U","C","583","39.0%","56.6%","104",""
"Dismal Backwater","","C","1212","79.0%","56.6%","237",""
"Goblin Wizardry","R","C","1940","70.8%","56.6%","394",""
"Colossal Dreadmaw","G","C","2751","85.6%","56.6%","506","53.6%"
"Hostile Minotaur","R","C","622","35.3%","56.6%","115",""
"Dwindle","U","C","2246","75.1%","56.6%","434",""
"Manalith","","C","1108","58.7%","56.6%","208",""
"Knightly Valor","W","U","668","68.6%","56.6%","110",""
"Evolving Wilds","","C","1900","97.1%","56.6%","352",""
"Bloodfell Caves","","C","897","63.5%","56.5%","148",""
"Marauder's Axe","","C","1166","49.3%","56.5%","184",""
"Chandra's Spitfire","R","U","821","77.0%","56.5%","150",""
"Tolarian Kraken","U","U","852","83.2%","56.5%","139",""
"Keldon Raider","R","C","1958","68.4%","56.4%","358",""
"Meteor Golem","","U","1767","95.2%","56.4%","286",""
"Vampire Neonate","B","C","2081","74.2%","56.4%","429",""
"Boggart Brute","R","C","2510","79.6%","56.4%","520","59.4%"
"Vine Mare","G","U","1232","87.7%","56.4%","220",""
"Hunter's Edge","G","C","3510","95.7%","56.4%","676","57.1%"
"Bloodfell Caves","","C","727","62.8%","56.4%","138",""
"Uncaged Fury","R","U","743","77.5%","56.4%","124",""
"Totally Lost","U","C","1635","58.1%","56.4%","276",""
"Surge Mare","U","U","1008","83.8%","56.3%","156",""
"Demonic Embrace","B","R","520","97.4%","56.3%","80",""
"Herald of Faith","W","U","1081","84.1%","56.3%","190",""
"Agonizing Syphon","B","C","3383","92.0%","56.3%","645","55.5%"
"Goblin Motivator","R","C","1302","55.7%","56.3%","235",""
"Thrashing Brontodon","G","U","1256","96.0%","56.3%","245",""
"Thrill of Possibility","R","C","1471","59.2%","56.3%","272",""
"Declare Dominance","G","U","773","72.2%","56.3%","111",""
"Druid of the Cowl","G","C","2908","87.2%","56.3%","594","62.5%"
"Rabid Bite","G","C","3212","95.3%","56.3%","564","54.1%"
"Poison-Tip Archer","BG","U","722","70.2%","56.2%","143",""
"Leafkin Avenger","RG","U","875","78.9%","56.2%","156",""
"Rustwing Falcon","W","C","1487","74.3%","56.2%","327",""
"Gravedigger","B","U","1400","85.1%","56.2%","242",""
"Dub","W","C","991","57.7%","56.2%","158",""
"Audacious Thief","B","C","3321","93.7%","56.2%","683","61.3%"
"Scoured Barrens","","C","883","70.1%","56.2%","171",""
"Igneous Cur","R","C","2115","78.1%","56.2%","382",""
"Epicure of Blood","B","C","1216","60.5%","56.2%","232",""
"Dwarven Priest","W","C","1250","62.4%","56.2%","213",""
"Disfigure","B","U","1218","95.1%","56.2%","232",""
"Bladebrand","B","C","1418","61.8%","56.1%","243",""
"Quirion Dryad","G","U","825","82.4%","56.1%","172",""
"Scampering Scorcher","R","U","866","75.4%","56.1%","169",""
"Tormenting Voice","R","C","948","47.4%","56.1%","181",""
"Ember Hauler","R","U","1335","91.1%","56.1%","229",""
"Onakke Ogre","R","C","1501","62.8%","56.1%","283",""
"Swift Response","W","C","2110","93.0%","56.0%","371",""
"Vigilant Baloth","G","U","907","85.6%","56.0%","141",""
"Ghostly Pilferer","U","R","616","96.6%","56.0%","116",""
"Trufflesnout","G","C","2216","83.2%","56.0%","417",""
"Guttersnipe","R","U","700","73.4%","56.0%","111",""
"Gorging Vulture","B","C","2925","83.2%","56.0%","577","56.5%"
"Mirror Image","U","U","695","82.2%","56.0%","131",""
"Frilled Sea Serpent","U","C","829","39.8%","56.0%","141",""
"Risen Reef","UG","U","965","76.4%","56.0%","177",""
"Psychic Symbiont","UB","U","1369","86.9%","56.0%","241",""
"Skyrider Patrol","UG","U","1280","86.4%","55.9%","189",""
"Sorcerer of the Fang","B","C","1933","71.7%","55.9%","344",""
"Divination","U","C","3162","83.8%","55.9%","625","57.6%"
"Leafkin Druid","G","C","3410","94.6%","55.9%","748","60.3%"
"Drowsing Tyrannodon","G","C","3564","94.2%","55.9%","782","59.5%"
"Cryptic Caves","","U","943","80.7%","55.9%","152",""
"Silverback Shaman","G","C","3225","92.5%","55.9%","592","57.4%"
"Lathliss, Dragon Queen","R","R","580","92.7%","55.9%","92",""
"Experimental Overload","UR","U","727","68.5%","55.8%","106",""
"Gearsmith Guardian","","C","1125","51.3%","55.8%","207",""
"Thornwood Falls","","C","1143","74.4%","55.8%","198",""
"Shield Mare","W","U","706","74.6%","55.8%","123",""
"Titanic Growth","G","C","1104","61.1%","55.8%","205",""
"Alpine Watchdog","W","C","2427","82.8%","55.8%","478",""
"Timber Gorge","","C","812","61.1%","55.8%","166",""
"Bristling Boar","G","C","1843","77.7%","55.8%","343",""
"Disperse","U","C","1763","72.1%","55.8%","302",""
"Yarok's Wavecrasher","U","U","1053","79.5%","55.7%","159",""
"Ghirapur Guide","G","U","725","65.8%","55.7%","122",""
"Angelic Gift","W","C","1066","58.8%","55.7%","174",""
"Overgrowth Elemental","G","U","734","84.1%","55.7%","127",""
"Frost Breath","U","C","1285","55.7%","55.7%","217",""
"Eliminate","B","U","1163","96.7%","55.7%","216",""
"Eternal Isolation","W","U","569","71.8%","55.7%","86",""
"Pelakka Wurm","G","R","605","93.1%","55.7%","97",""
"Fountain of Renewal","","U","519","74.6%","55.7%","111",""
"Rugged Highlands","","C","1146","73.1%","55.7%","227",""
"Tranquil Cove","","C","1217","76.9%","55.6%","222",""
"Netcaster Spider","G","C","2188","82.5%","55.6%","396",""
"Fierce Empath","G","U","777","75.1%","55.6%","117",""
"Turret Ogre","R","C","1770","71.7%","55.6%","300",""
"Finishing Blow","B","C","3175","94.9%","55.6%","616","55.0%"
"Spellgorger Weird","R","C","2280","83.2%","55.6%","461",""
"Jeskai Elder","U","U","1105","90.5%","55.6%","179",""
"Ranger's Guile","G","C","2194","77.6%","55.6%","370",""
"Knight's Pledge","W","C","522","38.1%","55.6%","79",""
"Thornwood Falls","","C","1415","79.9%","55.5%","263",""
"Swiftwater Cliffs","","C","1255","73.4%","55.5%","245",""
"Walking Corpse","B","C","769","41.1%","55.5%","161",""
"Sanguine Indulgence","B","C","1200","56.3%","55.5%","177",""
"Brineborn Cutthroat","U","U","1074","89.1%","55.5%","183",""
"Kinetic Augur","R","U","593","65.2%","55.5%","122",""
"Act of Treason","R","C","521","37.9%","55.5%","85",""
"Havoc Devils","R","C","1152","51.0%","55.5%","213",""
"Cancel","U","C","1006","54.8%","55.5%","177",""
"Wall of Mist","U","C","855","44.3%","55.4%","171",""
"Rambunctious Mutt","W","C","729","45.6%","55.4%","104",""
"Basri's Solidarity","W","U","814","87.9%","55.4%","124",""
"Sigiled Sword of Valeron","","R","547","98.7%","55.4%","103",""
"Teferi's Protege","U","C","2017","70.2%","55.4%","350",""
"Snapping Drake","U","C","2315","81.2%","55.4%","445",""
"Sanitarium Skeleton","B","C","2372","81.8%","55.4%","458",""
"Fungal Rebirth","G","U","813","83.6%","55.4%","133",""
"Destructive Digger","R","C","1516","60.1%","55.3%","260",""
"Vorstclaw","G","C","1415","66.6%","55.3%","271",""
"Aerial Assault","W","C","1858","80.7%","55.3%","322",""
"Regal Bloodlord","WB","U","991","81.2%","55.3%","162",""
"Enigma Drake","UR","U","803","70.4%","55.3%","157",""
"Salvager of Secrets","U","C","2780","70.6%","55.3%","475",""
"Sedge Scorpion","G","C","2279","87.2%","55.3%","450",""
"Fencing Ace","W","U","785","86.5%","55.3%","152",""
"Warden of Evos Isle","U","U","1212","93.4%","55.3%","218",""
"Village Rites","B","C","1612","72.3%","55.3%","300",""
"Feral Invocation","G","C","1236","62.3%","55.3%","186",""
"Malefic Scythe","B","U","1455","91.9%","55.3%","262",""
"Palladium Myr","","U","1227","94.0%","55.3%","228",""
"Liliana's Devotee","B","U","1247","95.6%","55.3%","233",""
"Woodland Stream","","C","958","65.4%","55.2%","193",""
"Griffin Sentinel","W","C","1547","73.4%","55.2%","284",""
"Sanctum of Stone Fangs","B","U","750","80.6%","55.2%","117",""
"Gift of Paradise","G","C","1636","75.0%","55.2%","324",""
"Sure Strike","R","C","1473","60.2%","55.2%","251",""
"Volcanic Dragon","R","U","1044","78.2%","55.2%","178",""
"Spit Flame","R","R","533","94.2%","55.2%","98",""
"Ogre Siegebreaker","BR","U","526","58.5%","55.1%","90",""
"Reduce to Ashes","R","C","2491","80.0%","55.1%","454",""
"Angel of Vitality","W","U","909","94.5%","55.1%","175",""
"Anvilwrought Raptor","","C","891","47.7%","55.1%","152",""
"Daybreak Chaplain","W","C","1508","69.6%","55.1%","303",""
"Solemn Simulacrum","","R","539","97.3%","55.1%","97",""
"Giant Spider","G","C","1403","65.2%","55.1%","249",""
"Draconic Disciple","RG","U","817","77.4%","55.1%","153",""
"Colossal Dreadmaw","G","C","2520","89.3%","55.1%","472",""
"Rhox Oracle","G","C","2754","80.5%","55.0%","577","52.3%"
"Flame Sweep","R","U","625","75.2%","55.0%","115",""
"Greenwood Sentinel","G","C","1690","77.4%","55.0%","336",""
"Highland Game","G","C","1348","61.4%","55.0%","265",""
"Hungering Hydra","G","R","504","95.6%","55.0%","82",""
"Diregraf Ghoul","B","U","615","75.0%","55.0%","123",""
"Brightwood Tracker","G","C","1785","70.6%","55.0%","313",""
"Foul Orchard","","C","819","60.8%","54.9%","134",""
"Caged Zombie","B","C","1083","55.0%","54.9%","220",""
"Heart-Piercer Bow","","C","1023","43.7%","54.9%","199",""
"Centaur Courser","G","C","1806","68.2%","54.9%","344",""
"Hobblefiend","R","C","2117","72.9%","54.9%","431",""
"Unsubstantiate","U","U","975","85.0%","54.9%","171",""
"Doomed Dissenter","B","C","2459","84.2%","54.9%","495",""
"Carrion Grub","B","U","549","58.2%","54.8%","90",""
"Cerulean Drake","U","U","664","73.4%","54.8%","137",""
"Moldervine Reclamation","BG","U","772","76.4%","54.8%","145",""
"Crash Through","R","C","838","43.3%","54.8%","157",""
"Cancel","U","C","999","49.8%","54.8%","181",""
"Secure the Scene","W","C","1012","53.3%","54.7%","179",""
"Inspired Charge","W","C","992","45.0%","54.7%","164",""
"Falconer Adept","W","U","813","83.9%","54.7%","142",""
"Jungle Hollow","","C","857","64.1%","54.7%","157",""
"Macabre Waltz","B","C","1422","58.2%","54.7%","222",""
"Uncomfortable Chill","U","C","1143","49.7%","54.7%","185",""
"Library Larcenist","U","C","1364","62.8%","54.6%","279",""
"Wishcoin Crab","U","C","824","37.0%","54.6%","148",""
"Atemsis, All-Seeing","U","R","533","88.5%","54.6%","84",""
"Volcanic Geyser","R","U","1066","89.6%","54.6%","180",""
"Befuddle","U","C","1285","49.5%","54.6%","216",""
"Pestilent Haze","B","U","517","70.5%","54.5%","95",""
"Battle-Rattle Shaman","R","U","1014","82.6%","54.5%","195",""
"Warded Battlements","W","C","849","53.6%","54.5%","164",""
"Mammoth Spider","G","C","1772","73.4%","54.5%","316",""
"Sparktongue Dragon","R","C","1888","72.6%","54.5%","354",""
"Snarespinner","G","C","2296","82.6%","54.5%","416",""
"Centaur Courser","G","C","1770","69.5%","54.5%","339",""
"Garruk's Uprising","G","U","652","74.9%","54.4%","116",""
"Pridemalkin","G","C","2553","84.7%","54.4%","472",""
"Golos, Tireless Pilgrim","","R","610","90.4%","54.4%","107",""
"Twinblade Assassins","BG","U","877","74.1%","54.4%","170",""
"Highland Lake","","C","789","55.4%","54.4%","124",""
"Crash Through","R","C","859","41.7%","54.4%","170",""
"Submerged Boneyard","","C","1014","66.4%","54.3%","175",""
"Swiftwater Cliffs","","C","992","66.8%","54.3%","185",""
"Spined Megalodon","U","C","1491","59.3%","54.3%","224",""
"Jungle Hollow","","C","1252","76.8%","54.3%","256",""
"Ironroot Warlord","WG","U","615","73.7%","54.3%","105",""
"Ornery Dilophosaur","G","C","851","55.4%","54.3%","151",""
"Forsaken Sanctuary","","C","785","54.5%","54.3%","137",""
"Convolute","U","C","699","40.1%","54.2%","128",""
"Thicket Crasher","G","C","2145","85.3%","54.2%","386",""
"Radiant Fountain","","C","594","42.5%","54.2%","104",""
"Gargoyle Sentinel","","U","696","76.7%","54.2%","122",""
"Gnarled Sage","G","C","1597","67.2%","54.2%","290",""
"Wall of Runes","U","C","988","52.7%","54.1%","170",""
"Arcane Encyclopedia","","U","687","69.7%","54.1%","123",""
"Woodland Champion","G","U","839","75.4%","54.1%","144",""
"Cinder Barrens","","C","621","47.8%","54.1%","116",""
"Ravenous Harpy","B","U","734","73.5%","54.1%","138",""
"Demanding Dragon","R","R","601","92.2%","54.1%","116",""
"Tavern Swindler","B","U","653","72.3%","54.1%","118",""
"Reassembling Skeleton","B","U","838","83.7%","54.1%","143",""
"Setessan Training","G","C","1758","72.8%","54.0%","342",""
"Bone Pit Brute","R","C","842","44.3%","54.0%","135",""
"Bone Splinters","B","C","2380","83.7%","54.0%","425",""
"Reclamation Sage","G","U","885","79.4%","54.0%","152",""
"Prismite","","C","1313","56.5%","54.0%","251",""
"Trusty Packbeast","W","C","589","35.0%","54.0%","109",""
"Turn to Slag","R","C","1720","70.5%","54.0%","284",""
"Prismite","","C","1127","48.3%","53.9%","196",""
"Wolfrider's Saddle","G","U","1226","91.3%","53.8%","209",""
"Marauder's Axe","","C","1061","48.6%","53.8%","191",""
"Child of Night","B","C","2013","80.7%","53.8%","400",""
"Rogue's Gloves","","U","554","83.8%","53.8%","101",""
"Explosive Apparatus","","C","705","38.9%","53.8%","120",""
"Teferi's Tutelage","U","U","1093","89.1%","53.7%","237",""
"Titanic Growth","G","C","885","51.0%","53.7%","138",""
"Fire Elemental","R","C","559","32.3%","53.7%","101",""
"Onakke Ogre","R","C","1379","58.5%","53.7%","259",""
"Switcheroo","U","U","650","73.0%","53.5%","128",""
"Silent Dart","","C","682","39.0%","53.5%","130",""
"Read the Tides","U","C","1639","65.8%","53.5%","258",""
"Daggerback Basilisk","G","C","1726","77.5%","53.4%","333",""
"Wildwood Scourge","G","U","994","94.4%","53.3%","176",""
"Psychic Corrosion","U","U","713","76.8%","53.3%","129",""
"Daggersail Aeronaut","R","C","1295","59.4%","53.3%","244",""
"Sabertooth Mauler","G","C","1759","78.7%","53.3%","289",""
"Rise Again","B","C","1308","56.1%","53.2%","214",""
"Two-Headed Zombie","B","C","765","44.3%","53.2%","147",""
"Epicure of Blood","B","C","1241","59.1%","53.2%","233",""
"Renowned Weaponsmith","U","U","583","55.4%","53.2%","98",""
"Nightpack Ambusher","G","R","531","89.4%","53.1%","95",""
"Catalyst Elemental","R","C","539","32.1%","53.1%","94",""
"Tranquil Expanse","","C","632","54.7%","53.0%","114",""
"Witch's Cauldron","B","U","506","64.5%","53.0%","89",""
