"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Wind-Scarred Crag","","C","8009","74.1%","58.1%","1602","58.7%"
"Frostveil Ambush","U","C","12436","68.7%","58.0%","3328","57.4%"
"Kogla, the Titan Ape","G","R","1565","79.9%","58.0%","227",""
"Lurking Deadeye","B","C","6546","54.0%","58.0%","1307","57.7%"
"Prickly Marmoset","R","C","13866","77.8%","58.0%","3784","59.7%"
"Umori, the Collector","BG","R","1454","73.5%","58.0%","215",""
"Rooting Moloch","R","U","6387","82.5%","57.9%","1234","56.8%"
"Serrated Scorpion","B","C","5113","52.2%","57.9%","1170","56.8%"
"Lava Serpent","R","C","14054","78.0%","57.9%","3314","55.6%"
"Dead Weight","B","C","9038","67.5%","57.9%","2042","58.8%"
"Sanctuary Lockdown","W","U","3020","47.0%","57.8%","697","57.7%"
"Boot Nipper","B","C","10816","83.2%","57.8%","2599","59.3%"
"Swallow Whole","W","U","4312","72.6%","57.7%","814","61.4%"
"Shark Typhoon","U","R","2373","86.3%","57.6%","415",""
"Brokkos, Apex of Forever","UBG","M","812","83.2%","57.6%","141",""
"Will of the All-Hunter","W","U","2883","65.5%","57.6%","535","57.6%"
"Raking Claws","R","C","8292","56.6%","57.6%","1822","54.7%"
"Daysquad Marshal","W","C","5546","46.8%","57.6%","1323","60.2%"
"Scoured Barrens","","C","6132","66.7%","57.5%","1278","58.8%"
"Nethroi, Apex of Death","WBG","M","997","86.7%","57.5%","182",""
"Cubwarden","W","R","1753","81.3%","57.4%","301",""
"Blitz of the Thunder-Raptor","R","U","5214","72.8%","57.4%","1004","56.8%"
"Obosh, the Preypiercer","BR","R","2087","75.9%","57.4%","347",""
"Winota, Joiner of Forces","WR","M","708","67.8%","57.3%","119",""
"Unlikely Aid","B","C","1688","17.0%","57.2%","269",""
"Lukka, Coppercoat Outcast","R","M","773","70.5%","57.2%","132",""
"Call of the Death-Dweller","B","U","2452","59.0%","57.1%","426",""
"Chittering Harvester","B","U","4607","85.8%","57.1%","809","56.4%"
"Archipelagore","U","U","5032","81.1%","57.1%","907","59.8%"
"Zagoth Mamba","B","U","2776","67.9%","57.0%","558","61.5%"
"Pacifism","W","C","8320","81.2%","57.0%","1864","56.5%"
"Raugrin Crystal","","U","2711","51.1%","57.0%","509","57.8%"
"Barrier Breach","G","U","749","16.7%","56.9%","128",""
"Back for More","BG","U","4549","73.4%","56.9%","924","58.4%"
"Voracious Greatshark","U","R","1859","82.5%","56.9%","307",""
"Blitz Leech","B","C","6242","47.7%","56.9%","1169","56.6%"
"Unbreakable Bond","B","U","4060","67.3%","56.7%","681","55.1%"
"Suffocating Fumes","B","C","4019","29.3%","56.7%","824","54.6%"
"Indatha Triome","","R","1437","83.7%","56.7%","248",""
"Porcuparrot","R","U","4491","71.6%","56.7%","886","57.2%"
"Evolving Wilds","","C","15410","93.1%","56.7%","3402","59.2%"
"Vivien, Monsters' Advocate","G","M","861","81.6%","56.7%","134",""
"Spelleater Wolverine","R","C","10558","69.2%","56.6%","2521","54.4%"
"Void Beckoner","B","U","3998","71.8%","56.6%","715","55.9%"
"Labyrinth Raptor","BR","R","1680","66.0%","56.5%","320",""
"Rielle, the Everwise","UR","M","768","71.2%","56.5%","133",""
"Cavern Whisperer","B","C","8208","74.0%","56.5%","1732","55.9%"
"Dark Bargain","B","C","3296","24.2%","56.3%","606","54.0%"
"Yidaro, Wandering Monster","R","R","2510","89.0%","56.3%","425",""
"Jungle Hollow","","C","5496","72.6%","56.3%","1074","58.1%"
"Garrison Cat","W","C","3243","34.4%","56.3%","755","58.4%"
"Bonders' Enclave","","R","1073","74.0%","56.3%","160",""
"Charge of the Forever-Beast","G","U","2871","64.8%","56.3%","509","54.8%"
"Farfinder","","C","15144","82.9%","56.2%","3493","58.3%"
"Sonorous Howlbonder","BR","U","2523","49.8%","56.2%","493",""
"Sanctuary Smasher","R","U","4126","71.8%","56.2%","718","53.3%"
"Rumbling Rockslide","R","C","14444","76.5%","56.1%","3252","55.1%"
"Alert Heedbonder","WG","U","2313","54.8%","56.1%","520","58.8%"
"Yorion, Sky Nomad","WU","R","1550","64.4%","56.1%","241",""
"Chevill, Bane of Monsters","BG","M","660","74.0%","56.1%","117",""
"Glowstone Recluse","G","U","3365","89.5%","56.0%","608","55.1%"
"Fiend Artisan","BG","M","830","85.3%","56.0%","128",""
"Easy Prey","B","U","4122","72.6%","56.0%","796","55.8%"
"Cunning Nightbonder","UB","U","1319","34.4%","56.0%","266",""
"Dismal Backwater","","C","4853","55.8%","55.9%","944","59.1%"
"Perimeter Sergeant","W","C","3280","31.0%","55.9%","829","57.8%"
"Wilt","G","C","2590","23.3%","55.9%","483",""
"Tranquil Cove","","C","4241","51.9%","55.8%","877","57.9%"
"Essence Symbiote","G","C","8313","81.7%","55.8%","2081","59.5%"
"Eerie Ultimatum","WBG","R","658","40.9%","55.8%","105",""
"Zirda, the Dawnwaker","WR","R","1333","68.4%","55.7%","226",""
"Divine Arrow","W","C","6249","62.9%","55.7%","1267","55.4%"
"Checkpoint Officer","W","C","6802","56.8%","55.7%","1505","53.8%"
"Fight as One","W","U","2517","58.8%","55.7%","417",""
"Skull Prophet","BG","U","2647","61.7%","55.6%","538","58.7%"
"Kaheera, the Orphanguard","WG","R","1114","67.1%","55.6%","174",""
"Gyruda, Doom of Depths","UB","R","2190","74.9%","55.5%","361",""
"Swiftwater Cliffs","","C","5757","64.9%","55.4%","1213","55.9%"
"Boneyard Lurker","BG","U","4068","86.0%","55.4%","785","52.7%"
"Mythos of Illuna","U","R","1795","71.0%","55.4%","295",""
"Hampering Snare","U","C","3657","27.3%","55.4%","732","51.9%"
"Raugrin Triome","","R","1772","87.4%","55.4%","276",""
"Unexpected Fangs","B","C","1151","14.0%","55.3%","193",""
"Of One Mind","U","C","5753","46.2%","55.3%","1264","58.1%"
"Pouncing Shoreshark","U","U","4340","87.0%","55.3%","862","58.0%"
"Zagoth Triome","","R","1310","84.3%","55.3%","250",""
"Pollywog Symbiote","U","U","3156","70.5%","55.2%","635","58.9%"
"Auspicious Starrix","G","U","4505","88.3%","55.2%","827","57.1%"
"Humble Naturalist","G","C","7048","77.0%","55.2%","1662","58.3%"
"Mythos of Brokkos","G","R","723","46.7%","55.2%","117",""
"Thornwood Falls","","C","5041","71.0%","55.1%","1062","56.0%"
"Lore Drakkis","UR","U","4245","73.5%","55.1%","836","52.3%"
"Honey Mammoth","G","C","7034","57.4%","55.1%","1469","55.3%"
"Migratory Greathorn","G","C","8234","88.1%","55.0%","1993","56.1%"
"Glimmerbell","U","C","6549","56.8%","55.0%","1547","57.2%"
"Savai Crystal","","U","2817","48.9%","55.0%","506","50.2%"
"Ruinous Ultimatum","WBR","R","1041","45.8%","54.9%","148",""
"Offspring's Revenge","WBR","R","1000","44.7%","54.9%","176",""
"Quartzwood Crasher","RG","R","1850","80.5%","54.9%","307",""
"Facet Reader","U","C","2447","23.2%","54.8%","486",""
"Frondland Felidar","WG","R","1253","58.0%","54.7%","215",""
"Parcelbeast","UG","U","4035","82.6%","54.7%","823","56.0%"
"Sprite Dragon","UR","U","2649","63.6%","54.7%","578","60.6%"
"Ram Through","G","C","7545","79.3%","54.7%","1687","54.1%"
"Ferocious Tigorilla","R","C","5532","47.4%","54.7%","1200","54.5%"
"Rugged Highlands","","C","4428","53.8%","54.7%","863","54.5%"
"Essence Scatter","U","C","6478","59.0%","54.6%","1482","57.2%"
"Duskfang Mentor","B","U","2882","68.9%","54.6%","525","51.4%"
"Insatiable Hemophage","B","U","2779","78.6%","54.6%","493",""
"Cloudpiercer","R","C","6321","51.2%","54.5%","1245","54.0%"
"Necropanther","WB","U","3049","73.9%","54.5%","582","56.5%"
"Monstrous Step","G","U","919","26.0%","54.4%","162",""
"Dreamtail Heron","U","C","8605","84.0%","54.4%","1954","52.3%"
"Frillscare Mentor","R","U","3079","65.2%","54.4%","609","49.3%"
"Mystic Subdual","U","U","2945","61.0%","54.3%","579","54.4%"
"Lead the Stampede","G","U","1040","34.2%","54.2%","198",""
"Lutri, the Spellchaser","UR","R","1229","41.9%","54.2%","208",""
"Trumpeting Gnarr","UG","U","3778","82.7%","54.2%","796","55.5%"
"Patagia Tiger","W","C","3271","32.5%","54.1%","609","50.9%"
"Skycat Sovereign","WU","R","1156","61.4%","54.1%","188",""
"Ominous Seas","U","U","3656","75.9%","54.0%","786","52.7%"
"Crystacean","U","C","572","6.4%","54.0%","108",""
"Almighty Brushwagg","G","C","6364","66.8%","54.0%","1378","53.6%"
"Neutralize","U","U","2375","58.1%","53.9%","476",""
"Vadrok, Apex of Thunder","WUR","M","686","70.7%","53.9%","109",""
"Capture Sphere","U","C","6975","67.0%","53.9%","1482","52.0%"
"Sea-Dasher Octopus","U","R","1418","84.4%","53.8%","227",""
"Savai Sabertooth","W","C","3024","27.7%","53.8%","729","59.1%"
"Keruga, the Macrosage","UG","R","1611","69.9%","53.7%","278",""
"Gust of Wind","U","C","4098","35.6%","53.7%","815","53.6%"
"Ketria Triome","","R","1386","83.8%","53.7%","248",""
"Blade Banish","W","C","3705","42.1%","53.6%","677","52.7%"
"Springjaw Trap","","C","1280","11.5%","53.6%","260",""
"Reconnaissance Mission","U","U","1971","46.4%","53.6%","323",""
"Channeled Force","UR","U","1193","22.5%","53.6%","219",""
"Titanoth Rex","G","U","2943","69.5%","53.6%","558","57.5%"
"Frost Lynx","U","C","7111","65.8%","53.5%","1636","51.4%"
"Mythos of Snapdax","W","R","970","48.6%","53.5%","146",""
"Zagoth Crystal","","U","1914","41.5%","53.5%","367",""
"Thieving Otter","U","C","6410","61.4%","53.5%","1450","51.6%"
"Greater Sandwurm","G","C","7775","60.2%","53.5%","1695","56.3%"
"Blossoming Sands","","C","2916","42.1%","53.4%","573","57.1%"
"Momentum Rumbler","R","U","2487","63.2%","53.2%","466",""
"Exuberant Wolfbear","G","U","2504","55.2%","53.2%","452",""
"Fertilid","G","C","6991","71.6%","53.2%","1601","51.3%"
"Excavation Mole","G","C","4013","38.7%","53.1%","961","50.5%"
"Genesis Ultimatum","URG","R","582","37.8%","53.1%","88",""
"Stormwild Capridor","W","U","1421","47.4%","53.1%","246",""
"Indatha Crystal","","U","1588","34.3%","53.0%","281",""
"Sudden Spinnerets","G","C","1352","16.1%","53.0%","228",""
"Mysterious Egg","","C","1999","33.3%","52.9%","428",""
"Hornbash Mentor","G","U","2393","71.2%","52.8%","464",""
"Pyroceratops","R","C","3929","36.1%","52.8%","852","53.1%"
"Wingspan Mentor","U","U","2946","68.8%","52.7%","568","53.3%"
"Mosscoat Goriak","G","C","3060","40.2%","52.7%","690","52.5%"
"Primal Empathy","UG","U","2877","69.3%","52.6%","544","52.0%"
"Ivy Elemental","G","U","2572","72.5%","52.6%","482",""
"Kinnan, Bonder Prodigy","UG","M","518","62.5%","52.5%","79",""
"Narset of the Ancient Way","WUR","M","549","68.9%","52.5%","74",""
"Avian Oddity","U","U","2953","67.3%","52.4%","550","49.3%"
"Maned Serval","W","C","2736","32.0%","52.3%","610","50.3%"
"Anticipate","U","C","1525","19.2%","52.3%","279",""
"Ketria Crystal","","U","2176","44.4%","52.3%","388",""
"Gloom Pangolin","B","C","768","8.2%","52.2%","130",""
"Keep Safe","U","C","1458","18.6%","52.1%","239",""
"Adventurous Impulse","G","C","1586","24.4%","52.0%","327",""
"Clash of Titans","R","U","2388","44.8%","52.0%","389",""
"Aegis Turtle","U","C","1048","12.1%","52.0%","213",""
"Jegantha, the Wellspring","RG","R","839","30.4%","52.0%","134",""
"Helica Glider","W","C","2966","38.6%","52.0%","658","50.3%"
"Wingfold Pteron","U","C","2687","28.3%","52.0%","469",""
"Survivors' Bond","G","C","2206","22.2%","51.9%","337",""
"Jubilant Skybonder","WU","U","1400","51.5%","51.9%","288",""
"Vulpikeet","W","C","3454","55.3%","51.8%","682","46.2%"
"Majestic Auricorn","W","U","1205","47.5%","51.8%","191",""
"Blisterspit Gremlin","R","C","1352","13.9%","51.8%","286",""
"Gemrazer","G","R","1363","84.1%","51.7%","211",""
"Keensight Mentor","W","U","1820","52.5%","51.6%","342",""
"Proud Wildbonder","RG","U","1896","50.9%","51.5%","350",""
"Emergent Ultimatum","UBG","R","513","39.0%","51.5%","68",""
"Bristling Boar","G","C","2683","32.4%","51.4%","535","47.1%"
"Migration Path","G","U","2292","62.1%","51.3%","404",""
"Frenzied Raptor","R","C","1617","15.1%","51.1%","331",""
"Convolute","U","C","701","9.3%","50.6%","116",""
"Spontaneous Flight","W","C","1207","14.7%","50.6%","225",""
"Fully Grown","G","C","1553","21.5%","50.3%","274",""
"Phase Dolphin","U","C","1324","16.1%","50.2%","275",""
"Solid Footing","W","C","740","8.6%","48.6%","169",""
"Huntmaster Liger","W","U","1076","46.8%","48.6%","195",""
"Regal Leosaur","WR","U","1580","45.2%","48.3%","288",""
"Adaptive Shimmerer","","C","601","6.5%","48.3%","100",""
"Heightened Reflexes","R","C","891","8.4%","47.9%","174",""
"Unpredictable Cyclone","R","R","612","39.5%","47.9%","106",""
"Flycatcher Giraffid","G","C","1487","19.0%","47.8%","250",""
"Drannith Magistrate","W","R","225","26.4%","","45",""
"Light of Hope","W","C","445","6.7%","","79",""
"Escape Protocol","U","U","195","4.1%","","22",""
"Blazing Volley","R","C","484","5.2%","","94",""
"Colossification","G","R","177","22.9%","","27",""
"Plummet","G","C","196","2.6%","","35",""
"Thwart the Enemy","G","C","191","2.8%","","36",""
"Death's Oasis","WBG","R","199","15.3%","","38",""
"Slitherwisp","UB","R","452","28.4%","","91",""
"Song of Creation","URG","R","112","10.0%","","14",""
"Titans' Nest","UBG","R","88","7.0%","","18",""
"Whirlwind of Thought","WUR","R","406","26.3%","","64",""
"The Ozolith","","R","243","32.1%","","39",""
