"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Faerie Duelist","U","C","2617","85.6%","59.1%","539","61.6%"
"Roc Charger","W","U","721","74.9%","59.1%","140",""
"No Escape","U","C","2015","66.6%","59.1%","360",""
"Gleaming Overseer","UB","U","1067","86.1%","59.0%","175",""
"Arrester's Admonition","U","C","3489","90.2%","59.0%","692","63.4%"
"Smelt-Ward Ignus","R","U","659","69.1%","59.0%","131",""
"Basilica Bell-Haunt","WB","U","539","60.2%","59.0%","95",""
"Spear Spewer","R","C","551","27.5%","59.0%","96",""
"Grotesque Demise","B","C","2660","88.9%","58.9%","504","56.9%"
"Gatebreaker Ram","G","U","1180","78.0%","58.9%","234",""
"Parhelion Patrol","W","C","1544","74.9%","58.9%","309",""
"Cyclops Electromancer","R","U","1043","80.5%","58.9%","187",""
"Ministrant of Obligation","W","U","775","86.6%","58.8%","139",""
"Lazotep Plating","U","U","658","60.8%","58.8%","108",""
"Legion Warboss","R","R","517","95.2%","58.8%","88",""
"Price of Fame","B","U","1343","90.9%","58.7%","227",""
"Ob Nixilis's Cruelty","B","C","3452","97.9%","58.7%","648","61.7%"
"Fire Urchin","R","C","1556","55.8%","58.7%","292",""
"Rubblebelt Boar","R","C","1109","45.0%","58.7%","204",""
"Light Up the Stage","R","U","874","78.2%","58.7%","154",""
"Rakdos Firewheeler","BR","U","748","57.8%","58.7%","149",""
"Trusted Pegasus","W","C","2253","91.1%","58.7%","432",""
"Orzhov Enforcer","B","U","922","91.9%","58.7%","169",""
"Lazotep Reaver","B","C","2991","90.0%","58.7%","650","62.3%"
"Sage's Row Savant","U","C","2243","77.8%","58.7%","415",""
"Hypothesizzle","UR","C","2879","74.8%","58.7%","551","59.3%"
"Unexplained Disappearance","U","C","2504","81.9%","58.7%","495",""
"Blade Juggler","B","C","3119","81.8%","58.6%","646","62.1%"
"War Screecher","W","C","1673","76.5%","58.6%","354",""
"Sphinx of New Prahv","WU","U","505","57.4%","58.6%","95",""
"Sonic Assault","UR","C","1312","46.6%","58.6%","250",""
"Chemister's Insight","U","U","1375","88.9%","58.5%","247",""
"Dead Revels","B","C","1560","58.8%","58.5%","276",""
"Turret Ogre","R","C","1769","69.1%","58.5%","328",""
"Spinal Centipede","B","C","1242","60.1%","58.5%","241",""
"Chandra's Triumph","R","U","1059","97.9%","58.5%","174",""
"Toll of the Invasion","B","C","2741","72.9%","58.4%","512","61.5%"
"Burning-Tree Vandal","R","C","1984","72.4%","58.3%","394",""
"Goblin Assault Team","R","C","758","35.2%","58.3%","116",""
"Connive // Concoct","UB","R","513","88.4%","58.3%","80",""
"Cosmotronic Wave","R","C","803","37.5%","58.3%","118",""
"Disdainful Stroke","U","C","1972","72.2%","58.3%","334",""
"Burning Prophet","R","C","2546","81.7%","58.2%","544","58.6%"
"Silhana Wayfinder","G","U","692","82.5%","58.2%","137",""
"Invading Manticore","R","C","1900","61.3%","58.2%","343",""
"Ral's Outburst","UR","U","1335","91.5%","58.1%","243",""
"Concordia Pegasus","W","C","1318","66.2%","58.1%","246",""
"Watcher in the Mist","U","C","3493","86.8%","58.1%","651","57.5%"
"Conclave Tribunal","W","U","1014","78.5%","58.1%","168",""
"Legion Guildmage","WR","U","558","61.1%","58.1%","94",""
"Bulwark Giant","W","C","603","27.8%","58.0%","93",""
"Rakdos Locket","","C","834","32.9%","58.0%","137",""
"Rubblebelt Recluse","R","C","1209","55.2%","58.0%","201",""
"League Guildmage","UR","U","985","72.5%","58.0%","190",""
"Sorin's Thirst","B","C","1420","60.0%","58.0%","273",""
"Thunder Drake","U","C","2502","86.3%","58.0%","492",""
"Battlefield Promotion","W","C","1286","69.2%","57.9%","246",""
"Dead Weight","B","C","2531","80.8%","57.9%","494",""
"Thought Collapse","U","C","1585","63.9%","57.9%","294",""
"Giant Growth","G","C","684","39.6%","57.9%","114",""
"Whisper Agent","UB","C","2547","84.1%","57.9%","517","54.9%"
"Imperious Oligarch","WB","C","1367","53.3%","57.9%","283",""
"Orzhov Racketeers","B","U","598","66.7%","57.9%","96",""
"Intrusive Packbeast","W","C","588","31.9%","57.8%","80",""
"Herald of the Dreadhorde","B","C","2072","77.9%","57.8%","355",""
"Davriel, Rogue Shadowmage","B","U","616","83.0%","57.8%","100",""
"Smelt-Ward Minotaur","R","U","592","65.0%","57.8%","104",""
"Luminous Bonds","W","C","1971","83.3%","57.7%","366",""
"Rakdos Trumpeter","B","C","1095","42.3%","57.7%","204",""
"Spellgorger Weird","R","C","2755","90.4%","57.7%","606","55.6%"
"Ugin's Conjurant","","U","1323","97.9%","57.7%","251",""
"Frenzied Arynx","RG","C","1403","58.7%","57.7%","282",""
"Burglar Rat","B","C","1979","72.0%","57.7%","384",""
"Carrion Imp","B","C","1483","62.5%","57.7%","295",""
"Chandra's Pyrohelix","R","C","2706","90.6%","57.6%","495",""
"Azorius Locket","","C","1050","40.2%","57.6%","196",""
"Izzet Guildgate","","C","3218","72.9%","57.6%","604","58.4%"
"Augur of Bolas","U","U","799","82.9%","57.6%","133",""
"Integrity // Intervention","WR","U","782","75.7%","57.5%","118",""
"Eternal Taskmaster","B","U","1067","94.1%","57.5%","201",""
"Tithebearer Giant","B","C","2614","78.0%","57.5%","430",""
"Hackrobat","BR","U","584","53.8%","57.5%","99",""
"Lava Coil","R","U","1102","89.4%","57.5%","205",""
"Kaya, Bane of the Dead","WB","U","1064","92.8%","57.5%","175",""
"Callous Dismissal","U","C","3493","90.3%","57.5%","683","58.6%"
"Vedalken Mesmerist","U","C","1042","39.1%","57.5%","177",""
"Lawmage's Binding","WU","C","2211","67.9%","57.5%","439",""
"Muse Drake","U","C","2006","70.5%","57.5%","394",""
"Depose // Deploy","WU","U","931","77.1%","57.5%","146",""
"Mortify","WB","U","1079","85.2%","57.5%","181",""
"Vraska, Swarm's Eminence","BG","U","940","96.2%","57.4%","180",""
"Skitter Eel","U","C","2413","74.5%","57.4%","443",""
"Enraged Ceratok","G","U","728","92.6%","57.4%","114",""
"Chillbringer","U","C","3541","93.1%","57.4%","643","58.6%"
"Spark Harvest","B","C","2859","92.6%","57.4%","540","51.7%"
"Grim Initiate","R","C","1178","58.8%","57.4%","231",""
"Take Heart","W","C","774","44.3%","57.4%","151",""
"Makeshift Battalion","W","C","1243","66.6%","57.4%","224",""
"Artful Takedown","UB","C","3216","80.8%","57.3%","651","55.9%"
"Maximize Velocity","R","C","593","25.8%","57.3%","89",""
"Cruel Celebrant","WB","U","539","57.1%","57.3%","94",""
"Vampire Opportunist","B","C","1795","61.0%","57.3%","344",""
"Devkarin Dissident","G","C","1464","61.0%","57.3%","288",""
"Get the Point","BR","C","2389","69.9%","57.3%","405",""
"Ill-Gotten Inheritance","B","C","2365","82.0%","57.3%","501","59.9%"
"Beacon Bolt","UR","U","1063","68.3%","57.3%","185",""
"Saheeli, Sublime Artificer","UR","U","955","90.2%","57.3%","177",""
"Skewer the Critics","R","C","2731","94.0%","57.3%","569","58.5%"
"Dagger Caster","R","U","702","73.7%","57.3%","134",""
"Affectionate Indrik","G","U","1104","84.1%","57.2%","182",""
"Gateway Sneak","U","U","1244","80.6%","57.2%","223",""
"Spark Reaper","B","C","2371","73.2%","57.2%","431",""
"Orzhov Guildgate","","C","2662","72.8%","57.2%","503","58.4%"
"Scorchmark","R","C","2430","88.5%","57.2%","443",""
"Gravel-Hide Goblin","R","C","988","38.4%","57.2%","202",""
"Orzhov Guildgate","","C","2891","75.9%","57.2%","539","59.0%"
"Deadly Visit","B","C","2782","82.7%","57.2%","532","54.5%"
"Impassioned Orator","W","C","1297","78.6%","57.1%","270",""
"Fresh-Faced Recruit","WR","C","2042","80.8%","57.1%","421",""
"Inescapable Blaze","R","U","972","75.9%","57.1%","147",""
"Arrester's Zeal","W","C","727","43.8%","57.1%","153",""
"Bloom Hulk","G","C","2292","89.8%","57.1%","435",""
"Command the Storm","R","C","2312","75.1%","57.1%","385",""
"Tenth District Guard","W","C","856","37.9%","57.0%","167",""
"Rakdos Guildgate","","C","3061","74.4%","57.0%","579","59.2%"
"Pouncing Lynx","W","C","1370","66.0%","57.0%","297",""
"Orzhov Locket","","C","1021","38.8%","57.0%","223",""
"Dimir Informant","U","C","2432","74.7%","57.0%","493",""
"Direct Current","R","C","2569","75.0%","57.0%","468",""
"Rampaging Rendhorn","G","C","1417","69.9%","57.0%","259",""
"District Guide","G","U","1189","85.9%","56.9%","209",""
"Sinister Sabotage","U","U","896","81.2%","56.9%","152",""
"Disinformation Campaign","UB","U","626","59.0%","56.9%","116",""
"Prismite","","C","1326","49.8%","56.9%","270",""
"Plague Wight","B","C","1801","70.7%","56.9%","375",""
"Enforcer Griffin","W","C","1272","60.0%","56.8%","215",""
"Carnival // Carnage","BR","U","702","55.4%","56.8%","131",""
"Rakdos Guildgate","","C","3090","71.4%","56.8%","593","60.5%"
"Sharktocrab","UG","U","1063","77.1%","56.8%","186",""
"Spire Mangler","B","U","583","74.9%","56.8%","113",""
"Goblin Banneret","R","U","805","81.8%","56.8%","154",""
"Goblin Electromancer","UR","C","1660","60.8%","56.7%","339",""
"Dreadhorde Twins","R","U","645","72.7%","56.7%","96",""
"Dimir Guildgate","","C","3501","81.3%","56.7%","664","59.3%"
"Sure Strike","R","C","1155","52.5%","56.7%","199",""
"Angrath, Captain of Chaos","BR","U","1088","94.5%","56.7%","170",""
"Footlight Fiend","BR","C","1736","62.4%","56.7%","318",""
"Erratic Visionary","U","C","2331","70.9%","56.7%","460",""
"Notion Rain","UB","C","2044","67.6%","56.7%","401",""
"Healer's Hawk","W","C","1504","73.7%","56.6%","324",""
"Defiant Strike","W","C","731","37.4%","56.6%","116",""
"Barging Sergeant","R","C","1010","47.6%","56.6%","174",""
"Discovery // Dispersal","UB","U","1095","84.9%","56.6%","211",""
"Arlinn's Wolf","G","C","1240","56.3%","56.6%","241",""
"Child of Night","B","C","1550","62.5%","56.6%","325",""
"Deathsprout","BG","U","813","81.7%","56.6%","139",""
"Hired Poisoner","B","C","1634","76.0%","56.5%","284",""
"Prowling Caracal","W","C","932","45.0%","56.5%","184",""
"Chamber Sentry","","R","573","91.4%","56.5%","105",""
"Rescuer Sphinx","U","U","1042","90.2%","56.5%","179",""
"Prison Realm","W","U","883","95.5%","56.5%","158",""
"Passwall Adept","U","C","1720","59.9%","56.5%","326",""
"Civic Stalwart","W","C","1152","60.5%","56.5%","211",""
"Slimebind","U","C","1862","59.4%","56.5%","356",""
"Paradise Druid","G","U","981","92.0%","56.5%","183",""
"Grasping Thrull","WB","C","2148","69.4%","56.5%","410",""
"Swirling Torrent","U","U","510","53.1%","56.5%","71",""
"Essence Capture","U","U","799","78.5%","56.4%","135",""
"Sylvan Brushstrider","G","C","877","46.5%","56.4%","178",""
"Wanderer's Strike","W","C","2084","81.7%","56.4%","337",""
"Blade Instructor","W","C","1370","64.7%","56.4%","260",""
"Bond of Insight","U","U","734","63.7%","56.4%","124",""
"Gateway Plaza","","C","2915","88.2%","56.4%","579","59.4%"
"Clear the Mind","U","C","1251","45.1%","56.4%","230",""
"Despark","WB","U","717","72.0%","56.3%","107",""
"Saheeli's Silverwing","","C","788","31.9%","56.3%","143",""
"Izzet Guildgate","","C","3477","77.3%","56.3%","655","60.5%"
"Heartfire","R","C","1736","63.3%","56.3%","298",""
"Merfolk Skydiver","UG","U","760","71.6%","56.3%","146",""
"Clamor Shaman","R","U","737","84.7%","56.3%","144",""
"Dreadmalkin","B","U","563","59.1%","56.3%","98",""
"Golgari Findbroker","BG","U","643","63.3%","56.3%","93",""
"Dimir Guildgate","","C","3606","80.6%","56.3%","727","57.8%"
"Piston-Fist Cyclops","UR","C","1979","69.0%","56.3%","378",""
"Feral Maaka","R","C","684","29.1%","56.3%","128",""
"Sunblade Angel","W","U","645","82.4%","56.3%","113",""
"Gideon's Triumph","W","U","519","67.1%","56.3%","97",""
"Plaguecrafter","B","U","720","80.4%","56.3%","115",""
"Rubblebelt Runner","RG","C","649","33.0%","56.2%","152",""
"Senate Griffin","WU","C","1908","79.1%","56.2%","367",""
"Skyline Scout","W","C","1631","68.3%","56.2%","335",""
"Gatekeeper Gargoyle","","U","678","55.8%","56.2%","136",""
"Tin Street Dodger","R","U","541","63.4%","56.2%","101",""
"Sunhome Stalwart","W","U","671","76.1%","56.2%","128",""
"Thought Erasure","UB","U","691","67.0%","56.2%","141",""
"Trollbred Guardian","G","U","839","86.9%","56.1%","134",""
"Combine Guildmage","UG","U","554","59.3%","56.1%","110",""
"Cult Guildmage","BR","U","554","53.5%","56.1%","100",""
"Kasmina, Enigmatic Mentor","U","U","1361","96.3%","56.1%","220",""
"Syndicate Messenger","W","C","1513","72.6%","56.1%","287",""
"Gateway Plaza","","C","2732","82.5%","56.1%","518","57.7%"
"Righteous Blow","W","C","729","38.8%","56.1%","116",""
"Azorius Guildgate","","C","3113","74.1%","56.1%","627","58.4%"
"Wishcoin Crab","U","C","913","30.9%","56.1%","185",""
"Leyline Prowler","BG","U","708","84.6%","56.1%","123",""
"Selesnya Guildgate","","C","2283","70.1%","56.1%","458",""
"Consecrate // Consume","WB","U","808","75.1%","56.1%","145",""
"Guild Globe","","C","2594","70.6%","56.1%","510","53.1%"
"Boros Guildgate","","C","2375","68.7%","56.0%","434",""
"Spellkeeper Weird","U","C","2949","85.3%","56.0%","557","48.7%"
"Martyr for the Cause","W","C","1289","58.1%","56.0%","258",""
"Senate Courier","U","C","1504","52.9%","56.0%","279",""
"Skyknight Legionnaire","WR","C","1191","55.8%","55.9%","272",""
"Hammer Dropper","WR","C","719","40.9%","55.9%","127",""
"Frilled Mystic","UG","U","576","53.6%","55.9%","113",""
"Totally Lost","U","C","1689","48.1%","55.9%","311",""
"Ahn-Crop Invader","R","C","1260","52.8%","55.9%","259",""
"Gruul Guildgate","","C","2359","66.4%","55.9%","470",""
"Applied Biomancy","UG","C","1287","42.6%","55.9%","212",""
"Golgari Guildgate","","C","2816","69.7%","55.9%","533","59.1%"
"Twilight Panther","W","C","659","33.4%","55.8%","120",""
"Conclave Cavalier","WG","U","548","70.5%","55.8%","100",""
"Code of Constraint","U","U","1096","81.4%","55.8%","182",""
"Sauroform Hybrid","G","C","2588","88.6%","55.8%","473",""
"Steeple Creeper","G","C","960","37.5%","55.8%","168",""
"Pollenbright Druid","G","C","2046","83.1%","55.8%","415",""
"Severed Strands","B","C","1591","60.1%","55.8%","288",""
"Quench","U","C","1289","57.1%","55.8%","224",""
"Savage Smash","RG","C","1494","55.0%","55.8%","267",""
"Teferi's Time Twist","U","C","838","34.8%","55.7%","128",""
"Windstorm Drake","U","U","822","76.5%","55.7%","138",""
"Shimmer of Possibility","U","C","1386","53.8%","55.7%","270",""
"Divine Arrow","W","C","1697","83.8%","55.7%","315",""
"Hunted Witness","W","C","889","51.0%","55.7%","160",""
"Consign to the Pit","B","C","1430","64.1%","55.7%","246",""
"Kronch Wrangler","G","C","1524","68.6%","55.6%","320",""
"House Guildmage","UB","U","908","71.7%","55.6%","152",""
"Selesnya Guildgate","","C","2137","66.1%","55.6%","437",""
"Domri's Ambush","RG","U","790","72.9%","55.6%","139",""
"Golgari Guildgate","","C","2797","72.9%","55.6%","543","55.1%"
"Sworn Companions","W","C","981","48.3%","55.6%","191",""
"Azorius Guildgate","","C","2980","73.6%","55.5%","545","54.3%"
"Jaya, Venerated Firemage","R","U","1012","94.4%","55.5%","160",""
"Centaur Nurturer","G","C","1819","78.4%","55.5%","325",""
"Territorial Boar","G","C","978","53.6%","55.5%","190",""
"Sky Theater Strix","U","C","1858","70.2%","55.5%","362",""
"Tibalt's Rager","R","U","999","82.6%","55.5%","179",""
"Gruul Guildgate","","C","2344","65.2%","55.4%","500","54.2%"
"Radical Idea","U","C","1893","66.0%","55.4%","362",""
"Ghor-Clan Wrecker","R","C","771","37.7%","55.4%","147",""
"Barrier of Bones","B","C","549","31.9%","55.4%","93",""
"Nahiri, Storm of Stone","WR","U","717","85.1%","55.4%","129",""
"Boros Guildgate","","C","2254","68.4%","55.4%","426",""
"Blindblast","R","C","1062","38.3%","55.4%","203",""
"Ob Nixilis, the Hate-Twisted","B","U","728","84.7%","55.4%","108",""
"Debtors' Transport","B","C","869","41.9%","55.4%","155",""
"Wee Dragonauts","UR","U","871","77.4%","55.3%","134",""
"Inspiring Unicorn","W","U","526","66.2%","55.3%","83",""
"Prying Eyes","U","C","1000","37.4%","55.3%","144",""
"Firemind Vessel","","U","532","61.8%","55.3%","89",""
"Douser of Lights","B","C","1113","41.6%","55.3%","192",""
"Simic Guildgate","","C","2822","71.3%","55.2%","502","54.6%"
"Nightveil Sprite","U","U","1049","89.0%","55.2%","194",""
"Samut's Sprint","R","C","647","30.2%","55.2%","103",""
"Justice Strike","WR","U","736","77.1%","55.2%","117",""
"Gateway Plaza","","C","2915","91.3%","55.2%","560","59.3%"
"Mayhem Devil","BR","U","533","47.3%","55.2%","96",""
"Glowspore Shaman","BG","U","519","56.9%","55.1%","104",""
"Vizkopa Vampire","WB","C","1532","65.9%","55.1%","295",""
"Archway Angel","W","U","786","68.1%","55.1%","129",""
"Crush Dissent","U","C","757","32.1%","55.1%","118",""
"Devious Cover-Up","U","C","1431","55.0%","55.1%","250",""
"Contentious Plan","U","C","1017","39.3%","55.1%","192",""
"Shriekdiver","B","C","910","40.8%","55.1%","147",""
"Gate Colossus","","U","1172","83.3%","55.0%","223",""
"Challenger Troll","G","U","818","88.6%","55.0%","125",""
"Narset, Parter of Veils","U","U","944","87.2%","55.0%","168",""
"Noxious Groodion","B","C","1454","73.7%","55.0%","299",""
"Arlinn, Voice of the Pack","G","U","912","87.0%","54.9%","161",""
"Guild Summit","U","U","936","59.3%","54.9%","187",""
"Undercity's Embrace","B","C","570","41.0%","54.9%","105",""
"Goblin Locksmith","R","C","632","27.9%","54.9%","119",""
"Haazda Officer","W","C","765","41.7%","54.9%","137",""
"Conclave Guildmage","WG","U","536","70.6%","54.9%","101",""
"Simic Locket","","C","826","35.0%","54.8%","166",""
"Grateful Apparition","W","U","666","80.8%","54.8%","122",""
"Band Together","G","C","2247","85.3%","54.8%","414",""
"Dimir Locket","","C","1205","45.2%","54.8%","234",""
"Mana Geode","","C","2096","72.3%","54.8%","402",""
"Siege Wurm","G","C","975","49.5%","54.8%","179",""
"Vraska's Finisher","B","C","1280","58.3%","54.8%","227",""
"Vernadi Shieldmate","WG","C","1611","72.0%","54.7%","306",""
"Chainwhip Cyclops","R","C","718","32.5%","54.7%","128",""
"Rising Populace","W","C","713","47.1%","54.7%","121",""
"Azorius Skyguard","WU","U","927","70.7%","54.7%","138",""
"Ledev Champion","WG","U","545","64.1%","54.7%","79",""
"Dovin's Acuity","WU","U","620","48.7%","54.7%","133",""
"Summary Judgment","W","C","1533","77.2%","54.7%","302",""
"Rakdos Roustabout","BR","C","584","23.3%","54.6%","97",""
"Simic Guildgate","","C","2812","70.8%","54.6%","561","57.8%"
"Goblin Assailant","R","C","753","28.7%","54.6%","149",""
"Sphinx's Insight","WU","C","1517","51.0%","54.6%","245",""
"Spirit of the Spires","W","U","515","64.1%","54.6%","93",""
"Jiang Yanggu, Wildcrafter","G","U","603","86.9%","54.6%","107",""
"Primordial Wurm","G","C","616","30.7%","54.5%","91",""
"Capture Sphere","U","C","1949","77.3%","54.5%","358",""
"Kraul Stinger","G","C","1126","61.7%","54.5%","192",""
"Nahiri's Stoneblades","R","C","620","26.6%","54.5%","100",""
"The Wanderer","W","U","609","83.1%","54.5%","114",""
"Evolution Sage","G","U","888","89.0%","54.5%","157",""
"Kiora's Dambreaker","U","C","1488","54.1%","54.5%","250",""
"Titanic Brawl","G","C","1270","72.3%","54.5%","200",""
"Charity Extractor","B","C","584","29.8%","54.5%","91",""
"Spikewheel Acrobat","R","C","553","30.3%","54.4%","96",""
"Aeromunculus","UG","C","1658","59.4%","54.3%","341",""
"Leapfrog","U","C","1057","43.8%","54.3%","188",""
"Flames of the Raze-Boar","R","U","735","70.1%","54.3%","117",""
"Precognitive Perception","U","R","514","88.5%","54.3%","80",""
"Angelic Exaltation","W","U","527","69.2%","54.3%","90",""
"Skatewing Spy","U","U","879","79.8%","54.3%","146",""
"Duskmantle Operative","B","C","848","39.8%","54.2%","167",""
"Electrostatic Field","R","U","697","69.2%","54.2%","127",""
"Rosemane Centaur","WG","C","1032","52.3%","54.2%","205",""
"Gruul Locket","","C","528","21.3%","54.2%","93",""
"Dazzling Lights","U","C","1298","43.5%","54.1%","272",""
"Izzet Locket","","C","1182","39.0%","54.1%","228",""
"Relentless Advance","U","C","764","34.0%","54.1%","155",""
"Centaur Peacemaker","WG","C","647","34.6%","53.9%","145",""
"Ashiok, Dream Render","UB","U","751","83.3%","53.9%","125",""
"Azorius Knight-Arbiter","WU","C","1396","52.5%","53.9%","274",""
"Ajani's Pridemate","W","U","507","72.9%","53.8%","92",""
"Pitiless Gorgon","BG","C","1332","72.0%","53.8%","262",""
"Vivien's Grizzly","G","C","1550","70.5%","53.8%","302",""
"Courage in Crisis","G","C","703","37.9%","53.8%","127",""
"Storm Strike","R","C","876","40.9%","53.8%","152",""
"Undercity Scavenger","B","C","790","43.8%","53.7%","149",""
"Gates Ablaze","R","U","874","58.0%","53.7%","179",""
"Wrecking Beast","G","C","874","50.6%","53.7%","151",""
"Snarespinner","G","C","1617","66.8%","53.6%","285",""
"Bartizan Bats","B","C","644","31.6%","53.6%","115",""
"Stealth Mission","U","C","542","25.4%","53.5%","90",""
"Rubble Slinger","RG","C","899","43.0%","53.5%","172",""
"Cry of the Carnarium","B","U","550","62.4%","53.5%","107",""
"Wall of Runes","U","C","846","35.9%","53.4%","162",""
"Invade the City","UR","U","547","59.3%","53.4%","99",""
"Thundering Ceratok","G","C","1023","56.2%","53.4%","175",""
"Growth Spiral","UG","C","1115","45.5%","53.4%","251",""
"Kraul Foragers","G","C","748","37.4%","53.2%","130",""
"Generous Stray","G","C","1218","57.5%","53.2%","208",""
"Final Payment","WB","C","1418","54.1%","53.2%","246",""
"Tenth District Veteran","W","C","587","40.3%","53.2%","112",""
"Rhizome Lurcher","BG","C","778","50.9%","53.1%","155",""
"Clear the Stage","B","U","618","72.8%","53.1%","98",""
"Ironshell Beetle","G","C","1351","64.7%","53.1%","276",""
"Circuitous Route","G","U","646","65.5%","52.9%","101",""
"Glaive of the Guildpact","","U","739","54.7%","52.9%","128",""
"Wall of Mist","U","C","728","30.3%","52.9%","143",""
"Mammoth Spider","G","C","979","52.7%","52.8%","173",""
"Gyre Engineer","UG","U","544","51.8%","52.8%","92",""
"Kasmina's Transmutation","U","C","689","42.2%","52.7%","130",""
"Rampaging Monument","","U","696","64.6%","52.6%","118",""
"Humongulus","U","C","605","24.6%","52.6%","104",""
"Scuttlegator","UG","C","611","30.5%","52.5%","113",""
"Vigorspore Wurm","G","C","775","39.3%","52.5%","122",""
"Sumala Woodshaper","WG","C","680","37.9%","52.5%","113",""
"Prey Upon","G","C","979","55.4%","52.4%","162",""
"Ashiok's Skulker","U","C","1432","49.5%","52.3%","239",""
"Darkblade Agent","UB","C","866","39.8%","52.2%","153",""
"Flux Channeler","U","U","575","59.8%","52.2%","87",""
"Hitchclaw Recluse","G","C","523","27.2%","52.0%","108",""
"Open the Gates","G","C","1486","66.9%","52.0%","274",""
"Aid the Fallen","B","C","897","38.0%","52.0%","149",""
"Saruli Caretaker","G","C","740","45.7%","51.9%","136",""
"Senate Guildmage","WU","U","664","64.2%","51.8%","112",""
"Iron Bully","","C","915","36.3%","51.8%","190",""
"Flower // Flourish","WG","U","511","62.2%","51.7%","94",""
"Urban Utopia","G","C","1067","51.8%","51.5%","220",""
"Wall of Lost Thoughts","U","U","520","55.9%","51.0%","94",""
"Swarm Guildmage","BG","U","553","67.4%","50.8%","92",""
"Garrison Sergeant","WR","C","518","25.6%","50.8%","108",""
"Portcullis Vine","G","C","549","27.0%","50.6%","108",""
"Sarkhan's Catharsis","R","C","613","34.7%","50.2%","105",""
"New Horizons","G","C","1262","66.4%","50.2%","234",""
"Arboreal Grazer","G","C","600","38.1%","48.7%","118",""
"Putrid Warrior","WB","C","0","","","0",""
"Krosan Tusker","G","C","0","","","0",""
"Mass Hysteria","R","R","0","","","0",""
"Spell Snare","U","U","0","","","0",""
"Ghost Quarter","","U","0","","","0",""
"Enlisted Wurm","WG","U","0","","","0",""
"Kuldotha Rebirth","R","C","0","","","0",""
"Molten Psyche","R","R","0","","","0",""
"Leonin Relic-Warder","W","U","0","","","0",""
"Gnaw to the Bone","G","C","0","","","0",""
"Stromkirk Captain","BR","U","0","","","0",""
"Burden of Guilt","W","C","0","","","0",""
"Ixidor, Reality Sculptor","U","R","0","","","0",""
"Duskmantle, House of Shadow","","U","0","","","0",""
"Worldspine Wurm","G","M","0","","","0",""
"Possibility Storm","R","R","0","","","0",""
"Millstone","","U","0","","","0",""
"Nyx Weaver","BG","U","0","","","0",""
"Evolutionary Leap","G","R","0","","","0",""
"Shard of Broken Glass","","C","0","","","0",""
"Metalspinner's Puzzleknot","","C","0","","","0",""
"Smuggler's Copter","","R","0","","","0",""
"Consign // Oblivion","UB","U","0","","","0",""
"Bishop of the Bloodstained","B","U","0","","","0",""
"Goblin Warchief","R","U","0","","","0",""
"Bounty Agent","W","R","169","","","33",""
"Candlelight Vigil","W","C","115","9.1%","","21",""
"Citywide Bust","W","R","128","","","15",""
"Collar the Culprit","W","C","294","20.8%","","49",""
"Crush Contraband","W","U","6","1.0%","","1",""
"Dawn of Hope","W","R","361","","","69",""
"Demotion","W","U","201","","","22",""
"Divine Visitation","W","M","43","","","7",""
"Flight of Equenauts","W","U","417","63.3%","","59",""
"Gird for Battle","W","U","376","56.0%","","63",""
"Haazda Marshal","W","U","270","48.3%","","49",""
