"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Sardian Cliffstomper","R","U","48499","45.3%","57.1%","8525","60.5%"
"Gaea's Gift","G","C","226459","68.8%","57.1%","36799","57.6%"
"Mishra's Command","R","R","36692","88.3%","57.0%","6223","57.3%"
"Arbalest Engineers","RG","U","68888","59.5%","57.0%","11944","58.5%"
"Mightstone's Animation","U","C","233555","62.4%","56.9%","38693","56.6%"
"Penregon Strongbull","R","C","322141","76.7%","56.9%","55186","55.2%"
"Monastery Swiftspear","R","U","70378","65.6%","56.9%","12501","60.5%"
"Autonomous Assembler","W","R","36668","95.9%","56.8%","6421","60.5%"
"Bitter Reunion","R","C","169277","48.8%","56.8%","29337","56.2%"
"Kayla's Command","W","R","29032","83.8%","56.8%","4921","58.7%"
"Blanchwood Prowler","G","C","212165","63.8%","56.7%","38247","58.3%"
"Roc Hunter","R","C","175626","57.3%","56.7%","31375","57.3%"
"Teething Wurmlet","G","R","30547","85.2%","56.7%","5444","65.0%"
"Warlord's Elite","W","C","230461","77.7%","56.7%","38249","56.1%"
"Mishra, Claimed by Gix","BR","M","14571","77.9%","56.7%","2453","61.9%"
"The Mightstone and Weakstone","","R","36332","96.3%","56.6%","6197","58.1%"
"Obstinate Baloth","G","U","99994","87.4%","56.6%","16794","58.6%"
"Platinum Angel","","M","10141","89.3%","56.6%","1604","57.9%"
"Whirling Strike","R","C","199572","58.7%","56.6%","32507","55.1%"
"Gixian Puppeteer","B","R","34758","89.0%","56.6%","5917","58.7%"
"Evangel of Synthesis","UB","U","64055","54.7%","56.6%","11159","60.9%"
"Hajar, Loyal Bodyguard","RG","R","13973","44.2%","56.5%","2404","62.4%"
"Liberator, Urza's Battlethopter","","R","37149","98.8%","56.5%","6722","58.9%"
"Argothian Opportunist","G","C","302393","88.7%","56.4%","53706","58.9%"
"Visions of Phyrexia","R","R","34808","85.1%","56.4%","5958","59.1%"
"Ashnod, Flesh Mechanist","B","R","32186","84.9%","56.4%","5664","59.9%"
"Soul Partition","W","R","18116","62.0%","56.4%","3012","57.5%"
"Evolving Wilds","","C","356887","94.0%","56.3%","64901","57.8%"
"Rootwire Amalgam","G","M","15334","85.7%","56.3%","2679","59.5%"
"Mask of the Jadecrafter","G","U","114643","85.7%","56.3%","20410","57.1%"
"Air Marshal","U","C","113643","43.8%","56.3%","20016","55.2%"
"Unleash Shell","R","C","195133","65.3%","56.3%","31097","54.8%"
"Gix, Yawgmoth Praetor","B","M","15763","86.7%","56.3%","2757","61.6%"
"Recommission","W","C","168195","60.9%","56.3%","27371","54.0%"
"Mazemind Tome","","R","23527","95.0%","56.3%","4249","57.0%"
"Stern Lesson","U","C","208551","71.3%","56.3%","35851","56.8%"
"Citanul Stalwart","G","C","198877","59.5%","56.3%","35247","60.1%"
"Transmogrant's Crown","B","R","37463","96.4%","56.2%","6611","59.5%"
"Teferi, Temporal Pilgrim","U","M","14685","86.2%","56.2%","2459","59.3%"
"Phyrexian Fleshgorger","B","M","17198","95.9%","56.2%","2887","58.9%"
"Urza's Command","U","R","26831","80.4%","56.1%","4416","55.0%"
"Disenchant","W","C","178092","70.2%","56.1%","29502","54.5%"
"Boulderbranch Golem","G","C","279031","84.0%","56.1%","46317","54.9%"
"Aeronaut's Wings","","C","112582","40.4%","56.1%","18584","54.8%"
"Mishra's Bauble","","U","87580","88.1%","56.1%","15646","55.9%"
"Moment of Defiance","B","C","139913","44.2%","56.1%","22650","55.9%"
"Chromatic Star","","U","124064","84.6%","56.1%","22309","55.5%"
"Argothian Sprite","G","C","258560","82.3%","56.0%","45915","56.9%"
"Wing Commando","U","C","196536","78.2%","56.0%","34097","56.1%"
"Junkyard Genius","BR","U","97615","75.2%","56.0%","16744","58.0%"
"Weakstone's Subjugation","U","C","214875","79.1%","56.0%","35966","54.3%"
"Adaptive Automaton","","R","15877","85.2%","55.9%","2822","55.8%"
"Blanchwood Armor","G","U","22223","25.7%","55.9%","3605","56.4%"
"Titania, Voice of Gaea","G","M","12100","77.3%","55.9%","2120","59.1%"
"Reconstructed Thopter","","U","98489","83.2%","55.8%","17339","54.2%"
"Overwhelming Remorse","B","C","296437","89.5%","55.8%","48727","55.0%"
"Tocasia's Welcome","W","R","28359","83.9%","55.7%","4938","58.6%"
"Hero of the Dunes","WB","U","76413","66.0%","55.7%","12445","54.9%"
"Bladecoil Serpent","UBR","M","16325","90.0%","55.7%","2735","55.8%"
"Battlefield Forge","WR","R","16623","54.8%","55.7%","3014","56.0%"
"Mishra's Juggernaut","R","C","188301","58.3%","55.7%","30344","54.0%"
"Giant Growth","G","C","101181","37.4%","55.6%","16016","54.9%"
"Levitating Statue","","U","79718","69.3%","55.6%","14385","56.5%"
"Gix's Caress","B","C","130790","41.9%","55.6%","22072","58.3%"
"Survivor of Korlis","W","C","82088","36.1%","55.6%","14413","55.9%"
"Epic Confrontation","G","C","244179","82.5%","55.5%","40592","54.6%"
"Audacity","G","U","55945","56.3%","55.5%","9236","55.7%"
"Queen Kayla bin-Kroog","WR","R","18195","51.7%","55.5%","3126","56.5%"
"Disfigure","B","C","249625","80.3%","55.5%","43587","56.1%"
"Clay Champion","WG","M","14566","85.3%","55.5%","2487","57.7%"
"Elsewhere Flask","","U","105674","70.6%","55.4%","18876","55.2%"
"Argoth, Sanctum of Nature","G","R","21145","71.9%","55.4%","3841","58.8%"
"Awaken the Woods","G","M","11958","76.6%","55.4%","1945","55.8%"
"Energy Refractor","","C","276599","68.5%","55.4%","50123","54.9%"
"Tomakul Honor Guard","G","C","112798","44.2%","55.4%","20018","56.2%"
"Powerstone Engineer","W","C","169673","67.1%","55.3%","30317","56.1%"
"Ravenous Gigamole","B","C","151621","50.9%","55.3%","25387","55.6%"
"Helm of the Host","","M","12146","93.4%","55.3%","2093","56.9%"
"Ichor Wellspring","","U","94339","74.8%","55.2%","16912","55.7%"
"Sarinth Steelseeker","G","U","98460","84.7%","55.2%","17747","58.0%"
"Burrowing Razormaw","G","C","51181","19.4%","55.2%","8827","55.7%"
"Sibling Rivalry","R","C","111667","37.0%","55.1%","17656","52.3%"
"Underground River","UB","R","11513","43.0%","55.1%","2034","54.2%"
"Lay Down Arms","W","U","45747","59.5%","55.0%","7627","53.2%"
"Urza, Prince of Kroog","WU","R","26024","79.0%","55.0%","4391","55.6%"
"Perimeter Patrol","G","C","127791","48.9%","55.0%","22139","55.7%"
"Haywire Mite","G","U","38850","51.1%","54.9%","6993","55.1%"
"Supply Drop","","C","64190","24.1%","54.9%","10396","51.9%"
"Blitz Automaton","R","C","167905","66.8%","54.9%","28840","53.4%"
"Go for the Throat","B","U","94348","88.3%","54.9%","16412","55.3%"
"Emergency Weld","B","C","213330","69.4%","54.9%","34831","52.9%"
"Urza's Rebuff","U","C","45442","21.5%","54.8%","7203","54.2%"
"Soul-Guide Lantern","","U","87378","64.8%","54.8%","15295","51.8%"
"Llanowar Wastes","BG","R","14110","51.4%","54.8%","2560","54.9%"
"Hurkyl, Master Wizard","U","R","19596","68.2%","54.8%","3308","56.0%"
"Self-Assembler","","U","33244","38.2%","54.8%","5420","56.4%"
"Veteran's Powerblade","W","C","28258","12.8%","54.8%","4486","50.2%"
"Gurgling Anointer","B","U","80771","78.2%","54.8%","14107","55.3%"
"Gwenna, Eyes of Gaea","G","R","27616","85.7%","54.8%","4967","57.9%"
"Conscripted Infantry","R","C","142186","50.9%","54.7%","24212","54.5%"
"Fauna Shaman","G","R","20716","74.6%","54.7%","3752","56.0%"
"Involuntary Cooldown","U","U","30929","34.9%","54.7%","4949","51.2%"
"Key to the City","","R","14800","74.7%","54.6%","2494","52.4%"
"Springleaf Drum","","U","44831","42.8%","54.6%","7845","54.3%"
"Legions to Ashes","WB","R","16095","56.0%","54.6%","2686","52.9%"
"Bushwhack","G","U","82362","83.3%","54.5%","14343","53.1%"
"Blast Zone","","R","13826","62.2%","54.5%","2343","54.1%"
"Runechanter's Pike","","R","7333","45.5%","54.5%","1177","52.2%"
"Gnawing Vermin","B","U","58068","58.6%","54.5%","10252","57.3%"
"Mass Production","W","U","29232","34.5%","54.5%","4332","52.7%"
"Koilos Roc","U","C","120455","53.2%","54.5%","19555","54.3%"
"Yotian Dissident","WG","U","73754","70.2%","54.5%","12920","58.0%"
"Scrapwork Rager","B","C","224513","81.6%","54.5%","38329","53.5%"
"Iron-Craw Crusher","G","U","71253","79.1%","54.4%","11665","55.1%"
"Dwarven Forge-Chanter","R","C","129602","47.5%","54.4%","22812","54.0%"
"Mishra's Onslaught","R","C","42570","17.3%","54.4%","6653","51.1%"
"Tomakul Scrapsmith","R","C","64494","23.8%","54.4%","11041","53.6%"
"Trench Stalker","B","C","126681","43.7%","54.4%","20201","53.9%"
"Thran Spider","","R","26951","89.3%","54.3%","4872","55.2%"
"Take Flight","U","U","60341","67.0%","54.3%","9681","51.9%"
"Kayla's Reconstruction","W","R","9680","39.2%","54.3%","1462","52.7%"
"Loran, Disciple of History","W","U","62175","66.2%","54.3%","10118","51.6%"
"Tocasia's Onulet","W","C","62111","26.4%","54.3%","9748","53.7%"
"Thraxodemon","B","C","211186","73.1%","54.3%","37229","54.8%"
"Curate","U","C","67943","30.3%","54.3%","11845","52.0%"
"Brushland","WG","R","12684","47.2%","54.2%","2246","53.4%"
"Alloy Animist","G","U","37562","40.5%","54.2%","6492","54.6%"
"Scatter Ray","U","C","104111","43.8%","54.2%","18126","54.9%"
"Razorlash Transmogrant","B","R","23788","80.6%","54.2%","4378","56.6%"
"Bone Saw","","U","7348","8.6%","54.0%","1224","50.9%"
"Spotter Thopter","U","U","58639","73.0%","54.0%","9722","51.9%"
"Scrap Trawler","","R","16050","85.4%","54.0%","2785","51.7%"
"Gnarlroot Pallbearer","G","C","51877","23.2%","53.9%","7730","53.2%"
"Yotian Medic","W","C","58290","28.7%","53.9%","10053","52.9%"
"Powerstone Fracture","B","C","223146","78.2%","53.9%","36823","51.2%"
"Hall of Tagsin","","R","22863","83.4%","53.8%","4145","54.8%"
"Altar of Dementia","","M","6840","58.2%","53.7%","1183","53.3%"
"Gixian Infiltrator","B","C","157832","58.7%","53.7%","27673","55.0%"
"Deadly Riposte","W","C","74172","40.3%","53.6%","12649","52.4%"
"Sigil of Valor","","U","40755","48.9%","53.6%","6746","50.6%"
"Steel Exemplar","","U","42754","58.8%","53.6%","7023","53.1%"
"Hulking Metamorph","U","U","58762","74.1%","53.6%","9415","51.2%"
"Gaea's Courser","G","U","51746","67.6%","53.6%","8349","52.8%"
"Mishra's Foundry","","R","18144","78.8%","53.5%","3116","51.2%"
"Phyrexian Revoker","","R","11085","64.4%","53.5%","1965","50.8%"
"Tocasia, Dig Site Mentor","WUG","R","7906","28.5%","53.5%","1234","54.5%"
"Phyrexian Processor","","M","9837","92.2%","53.5%","1665","52.9%"
"Mishra, Excavation Prodigy","R","U","40297","49.5%","53.5%","6900","50.9%"
"Shoot Down","G","C","132582","54.4%","53.4%","21001","50.6%"
"Foundry Inspector","","U","65184","84.5%","53.3%","11384","52.3%"
"Sundering Titan","","M","6599","71.8%","53.3%","1007","53.4%"
"Sarinth Greatwurm","RG","M","9110","64.6%","53.2%","1433","53.6%"
"Raze to the Ground","R","C","46681","19.6%","53.2%","7560","50.9%"
"Ramos, Dragon Engine","WUBRG","M","10408","92.0%","53.2%","1660","52.8%"
"Pyrrhic Blast","R","U","34350","35.6%","53.2%","5380","50.1%"
"Mesmeric Orb","","M","2011","21.5%","53.2%","372",""
"Kill-Zone Acrobat","B","C","104091","39.1%","53.1%","17741","52.4%"
"Brotherhood's End","R","R","13468","53.5%","53.1%","2350","52.3%"
"Argivian Avenger","","U","35997","59.2%","53.1%","5580","51.2%"
"Arcane Proxy","U","M","8801","62.1%","53.0%","1466","49.9%"
"Lodestone Golem","","R","9441","65.1%","53.0%","1629","52.2%"
"Goring Warplow","B","C","159733","72.1%","52.9%","27747","51.0%"
"Pristine Talisman","","U","38611","49.7%","52.9%","6794","53.4%"
"Carrion Locust","B","C","73381","33.1%","52.9%","12436","51.4%"
"Tocasia's Dig Site","","C","79572","36.8%","52.9%","13209","52.1%"
"Mine Worker","","C","72891","34.6%","52.8%","13434","53.0%"
"Mechanized Warfare","R","R","13537","53.8%","52.8%","2264","49.6%"
"Mishra's Domination","R","C","18700","8.0%","52.7%","3017","50.8%"
"Gruesome Realization","B","U","46973","58.5%","52.7%","7915","51.9%"
"Coastal Bulwark","","C","73593","32.0%","52.7%","13422","52.9%"
"Third Path Savant","U","C","87990","37.8%","52.7%","15208","50.2%"
"Corrupt","B","U","41481","41.4%","52.7%","6640","50.5%"
"Flow of Knowledge","U","U","11470","12.9%","52.7%","1879","50.5%"
"Urza, Powerstone Prodigy","U","U","52824","65.5%","52.7%","9228","51.6%"
"Drafna, Founder of Lat-Nam","U","R","22207","75.3%","52.7%","3909","50.3%"
"Fallaji Chaindancer","R","C","35821","16.3%","52.7%","5799","49.9%"
"Retrieval Agent","U","C","20354","9.4%","52.7%","3274","51.0%"
"Rust Goliath","G","C","122325","61.1%","52.6%","19464","50.8%"
"Perennial Behemoth","G","R","9479","44.6%","52.6%","1482","49.5%"
"Battlefield Butcher","B","U","60949","70.5%","52.6%","10553","50.9%"
"Fallaji Dragon Engine","R","U","51439","67.9%","52.5%","8654","50.6%"
"No One Left Behind","B","U","47229","57.1%","52.5%","7474","49.6%"
"Howling Mine","","R","7586","39.4%","52.5%","1339","50.5%"
"Blackblade Reforged","","R","6708","51.3%","52.4%","1128","49.7%"
"Hoarding Recluse","G","C","80866","39.3%","52.4%","13136","51.0%"
"Cradle Clearcutter","G","U","50530","68.4%","52.4%","8897","50.9%"
"Spectrum Sentinel","","U","9875","16.3%","52.3%","1739","49.2%"
"Sculpting Steel","","R","13574","78.7%","52.3%","2271","49.6%"
"Clay Revenant","B","C","97080","42.9%","52.3%","17457","53.0%"
"Battery Bearer","UG","U","44063","50.4%","52.2%","7355","53.8%"
"Urza, Lord Protector","WU","M","6002","49.1%","52.2%","1078","55.5%"
"Great Desert Prospector","W","U","25857","34.8%","52.2%","3935","49.0%"
"Thopter Architect","W","U","35143","44.1%","52.2%","5666","48.4%"
"The Temporal Anchor","U","R","15234","52.5%","52.2%","2497","49.7%"
"Keening Stone","","R","10375","56.1%","52.1%","1672","51.6%"
"Sword of the Meek","","R","2881","21.6%","52.1%","456",""
"Mind's Eye","","M","5845","71.8%","52.0%","993","47.6%"
"Deathbloom Ritualist","BG","R","8915","33.9%","52.0%","1415","50.9%"
"Urza's Sylex","W","M","3865","34.7%","52.0%","640","46.7%"
"Tower Worker","","C","71929","39.4%","51.9%","12727","52.2%"
"Power Plant Worker","","C","54832","28.9%","51.9%","8823","49.7%"
"Heavyweight Demolisher","R","U","16565","21.4%","51.9%","2547","49.9%"
"Tawnos, the Toymaker","UG","R","2262","8.5%","51.7%","367",""
"Defabricate","U","U","8041","11.0%","51.7%","1320","50.9%"
"Staff of Domination","","M","4910","64.6%","51.7%","884","49.0%"
"Dreams of Steel and Oil","B","U","15654","22.0%","51.6%","2787","54.3%"
"Ashnod's Intervention","B","C","15097","7.1%","51.6%","2457","49.1%"
"Tawnos's Tinkering","G","C","3266","1.6%","51.5%","496",""
"Hostile Negotiations","B","R","12587","48.9%","51.4%","2064","51.3%"
"Disciples of Gix","B","U","6841","7.2%","51.4%","1023","50.3%"
"Caged Sun","","M","2302","35.6%","51.3%","382",""
"Gixian Skullflayer","B","C","93604","49.6%","51.2%","15942","48.7%"
"Transmogrant Altar","B","U","30462","32.9%","51.2%","5113","48.2%"
"Chromatic Lantern","","R","6570","49.8%","51.1%","1126","48.4%"
"Stone Retrieval Unit","","C","63509","34.5%","51.1%","10688","49.8%"
"Goblin Firebomb","","C","23468","10.2%","51.0%","3757","46.7%"
"Gilded Lotus","","R","4294","37.5%","51.0%","679","48.6%"
"One with the Multiverse","U","M","4230","35.2%","51.0%","636","49.1%"
"Repair and Recharge","W","U","17707","25.8%","51.0%","2651","47.5%"
"Burnished Hart","","U","45768","69.8%","50.9%","8218","48.4%"
"Lat-Nam Adept","U","C","65379","32.1%","50.9%","10639","48.5%"
"Su-Chi Cave Guard","","U","24640","42.9%","50.8%","3733","49.6%"
"Mishra, Tamer of Mak Fawa","BR","R","18350","67.5%","50.8%","2968","48.8%"
"Perilous Vault","","M","3019","44.6%","50.8%","508","48.2%"
"Symmetry Matrix","","U","6907","8.1%","50.5%","1123","46.6%"
"Meticulous Excavation","W","U","6023","6.5%","50.4%","931","43.9%"
"Diabolic Intent","B","R","4725","23.7%","50.2%","785","43.3%"
"Quietus Spike","","R","4494","49.6%","50.2%","746","46.5%"
"Keeper of the Cadence","U","U","4907","5.2%","50.2%","761","46.8%"
"Fade from History","G","R","3651","14.4%","50.2%","597","46.4%"
"Depth Charge Colossus","U","C","26100","14.7%","49.9%","3977","48.8%"
"Astral Cornucopia","","R","2881","17.8%","49.9%","467",""
"Swiftfoot Boots","","U","21820","36.4%","49.5%","3715","44.4%"
"Goblin Charbelcher","","R","4433","33.4%","49.4%","691","43.3%"
"Swiftgear Drake","","C","9241","5.5%","49.2%","1424","48.2%"
"Wasteful Harvest","G","C","3293","1.4%","48.9%","564","46.8%"
"Fallaji Excavation","G","U","11550","14.5%","48.8%","1863","47.2%"
"Dredging Claw","B","C","4124","2.0%","48.8%","628","45.9%"
"Terisian Mindbreaker","U","R","6512","45.1%","48.6%","1008","46.1%"
"Journeyer's Kite","","R","2598","19.6%","48.5%","462",""
"Well of Lost Dreams","","R","1622","9.4%","48.5%","254",""
"Thran Power Suit","","U","3560","4.9%","48.3%","619","43.9%"
"Union of the Third Path","W","C","4002","2.1%","48.3%","646","46.1%"
"Demolition Field","","U","2374","2.8%","48.2%","395",""
"Ornithopter","","U","4302","6.4%","48.0%","753","47.5%"
"Liquimetal Coating","","U","1752","1.8%","47.5%","284",""
"Painful Quandary","B","R","6623","40.1%","47.5%","1082","45.3%"
"Quicksilver Amulet","","R","2624","26.4%","47.4%","486",""
"Jalum Tome","","U","8008","11.1%","47.3%","1420","41.4%"
"Mystic Forge","","M","2762","40.6%","47.3%","480",""
"Inspiring Statuary","","R","674","5.2%","46.9%","113",""
"Psychosis Crawler","","R","4264","43.2%","46.9%","731","43.6%"
"Millstone","","U","3431","4.6%","46.3%","590","40.3%"
"Forging the Anchor","U","U","3300","4.3%","45.7%","565","38.2%"
"Ashnod's Altar","","R","1482","9.7%","45.2%","211",""
"Fog of War","G","C","1320","0.6%","44.5%","208",""
"Slagstone Refinery","","U","3308","4.2%","44.4%","544","38.2%"
"Cloud Key","","R","1078","9.8%","43.9%","190",""
"Aetherflux Reservoir","","M","530","7.1%","43.8%","95",""
"The Fall of Kroog","R","U","787","0.9%","43.7%","122",""
"Thran Vigil","B","U","3099","4.1%","43.4%","482",""
"Unwinding Clock","","R","777","7.1%","43.1%","115",""
"Splitting the Powerstone","U","U","1310","1.6%","43.0%","215",""
"Door to Nothingness","WUBRG","R","768","3.7%","42.4%","119",""
"Ivory Tower","","U","950","1.2%","41.1%","176",""
"Semblance Anvil","","R","637","5.3%","39.2%","121",""
"Arms Race","R","U","674","0.7%","37.1%","113",""
"Calamity's Wake","W","U","204","0.2%","","31",""
"Hurkyl's Final Meditation","U","R","479","1.8%","","72",""
"Fateful Handoff","B","R","263","0.8%","","30",""
"Over the Top","R","R","451","1.5%","","66",""
"The Stasis Coffin","","R","210","0.8%","","29",""
"The Stone Brain","","R","71","0.2%","","14",""
"Defense Grid","","R","204","1.3%","","41",""
"Mox Amber","","M","112","1.5%","","22",""
"Thorn of Amethyst","","R","122","0.8%","","24",""
