"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Crippling Chill","U","C","46476","70.5%","53.1%","7755","50.4%"
"Glacial Stalker","U","C","54560","73.4%","53.1%","9493","51.5%"
"Dutiful Return","B","C","26239","40.9%","53.1%","4051","49.4%"
"Gurmag Swiftwing","B","U","11827","74.6%","53.1%","2186","53.2%"
"Barrage of Boulders","R","C","11654","20.3%","53.0%","1819","50.6%"
"Sagu Archer","G","C","40691","59.3%","53.0%","6857","50.9%"
"Mistfire Weaver","U","U","25366","92.1%","53.0%","4510","52.2%"
"Set Adrift","U","U","16746","63.6%","53.0%","2565","52.2%"
"Frontier Bivouac","","U","27207","90.5%","52.9%","5061","54.2%"
"Longshot Squad","G","C","42649","76.9%","52.9%","7121","52.4%"
"Abzan Banner","","C","14944","28.8%","52.9%","2670","52.2%"
"Temur Charm","URG","U","16828","72.9%","52.8%","2786","52.0%"
"Flying Crane Technique","WUR","R","8964","81.2%","52.8%","1415","52.4%"
"Bloodfire Expert","R","C","29275","52.8%","52.8%","4887","52.4%"
"Witness of the Ages","","U","10553","43.7%","52.8%","1856","50.9%"
"Tormenting Voice","R","C","35484","58.1%","52.8%","6229","52.0%"
"Dig Through Time","U","R","6189","75.4%","52.8%","1030","51.2%"
"Scion of Glaciers","U","U","13688","58.5%","52.6%","2278","51.7%"
"Jeskai Windscout","U","C","52592","85.1%","52.6%","9239","52.9%"
"Death Frenzy","BG","U","15449","68.5%","52.6%","2532","52.0%"
"Ainok Tracker","R","C","27758","42.9%","52.6%","4767","50.8%"
"Winterflame","UR","U","19906","85.2%","52.5%","3400","52.7%"
"Villainous Wealth","UBG","R","8297","82.1%","52.5%","1266","48.9%"
"Dragon's Eye Savants","U","U","20121","74.7%","52.5%","3599","52.4%"
"Pearl Lake Ancient","U","M","4097","86.7%","52.4%","621","48.1%"
"Despise","B","U","6832","40.7%","52.4%","1172","54.0%"
"Scout the Borders","G","C","11994","21.1%","52.4%","2033","51.0%"
"Treasure Cruise","U","C","51811","80.3%","52.4%","8108","48.8%"
"Incremental Growth","G","U","14175","71.4%","52.4%","2104","50.9%"
"Dragon-Style Twins","R","R","8189","90.1%","52.3%","1266","50.8%"
"Molting Snakeskin","B","C","5227","10.3%","52.2%","736","50.3%"
"Sidisi's Pet","B","C","26826","44.2%","52.2%","4599","50.1%"
"Narset, Enlightened Master","WUR","M","2494","64.7%","52.2%","379",""
"Avalanche Tusker","URG","R","6249","71.7%","52.2%","1051","53.1%"
"Kin-Tree Warden","G","C","24294","42.8%","52.1%","4222","50.7%"
"Trap Essence","URG","R","4378","54.6%","52.1%","736","52.3%"
"Dazzling Ramparts","W","U","3263","16.2%","52.1%","499",""
"Polluted Delta","","R","5436","71.6%","52.1%","978","52.5%"
"Shambling Attendants","B","C","16556","29.6%","52.1%","2499","49.4%"
"Blinding Spray","U","U","7642","31.8%","52.0%","1147","52.6%"
"Meandering Towershell","G","R","6208","81.0%","51.9%","1016","49.7%"
"Disdainful Stroke","U","C","22080","40.8%","51.9%","3490","51.1%"
"Wooded Foothills","","R","5204","68.9%","51.9%","928","50.5%"
"Mardu Banner","","C","10295","20.4%","51.9%","1892","50.3%"
"Monastery Flock","U","C","36290","54.9%","51.8%","6370","50.6%"
"Firehoof Cavalry","W","C","10387","20.0%","51.8%","1830","52.5%"
"Weave Fate","U","C","27223","48.5%","51.8%","4582","49.9%"
"Wetland Sambar","U","C","21947","31.3%","51.7%","3716","51.8%"
"Flooded Strand","","R","5523","73.6%","51.6%","988","54.1%"
"Briber's Purse","","U","2448","10.9%","51.6%","384",""
"Riverwheel Aerialists","U","U","17301","82.1%","51.5%","2694","49.9%"
"Retribution of the Ancients","B","R","1206","16.3%","51.5%","202",""
"Clever Impersonator","U","M","3093","84.8%","51.3%","513","51.7%"
"Waterwhirl","U","U","12806","50.9%","51.2%","1898","50.6%"
"Act of Treason","R","C","10081","20.2%","51.1%","1554","48.6%"
"Secret Plans","UG","U","20469","78.0%","51.1%","3521","51.7%"
"Dragon Grip","R","U","6664","35.0%","50.8%","1015","50.6%"
"Embodiment of Spring","U","C","21828","45.7%","50.7%","3748","51.2%"
"Rotting Mastodon","B","C","4469","8.1%","50.7%","741","46.3%"
"Rakshasa Vizier","UBG","R","4412","56.6%","50.7%","744","51.9%"
"Venerable Lammasu","W","U","4924","25.8%","50.6%","673","47.8%"
"Whirlwind Adept","U","C","16524","31.8%","50.6%","2572","50.9%"
"Sultai Banner","","C","11024","21.1%","50.5%","1969","49.5%"
"Jeskai Banner","","C","9303","18.2%","50.5%","1636","49.7%"
"Scaldkin","U","C","19924","36.5%","50.3%","3220","47.1%"
"Tomb of the Spirit Dragon","","U","674","2.9%","50.3%","106",""
"Temur Banner","","C","8434","16.4%","50.3%","1572","50.0%"
"Swift Kick","R","C","14007","27.6%","50.3%","2124","46.5%"
"Deflecting Palm","WR","R","2931","50.3%","50.1%","443",""
"Mindswipe","UR","R","5945","73.4%","49.9%","900","48.6%"
"Singing Bell Strike","U","C","17824","41.8%","49.7%","2950","48.4%"
"Seek the Horizon","G","U","3603","21.0%","49.7%","589","47.7%"
"Dragon Throne of Tarkir","","R","1853","30.2%","49.6%","283",""
"Jeskai Ascendancy","WUR","R","5706","68.8%","49.5%","931","45.1%"
"Cancel","U","C","9709","19.1%","49.4%","1577","48.1%"
"Stubborn Denial","U","U","3694","21.4%","49.4%","623","49.4%"
"Temur Ascendancy","URG","R","3542","49.1%","49.3%","622","48.4%"
"Heart-Piercer Bow","","U","2642","13.3%","49.0%","431",""
"Mardu Blazebringer","R","U","2820","14.1%","48.9%","470",""
"Hardened Scales","G","R","1837","36.0%","48.3%","360",""
"Kheru Dreadmaw","B","C","3595","6.5%","48.2%","528","45.1%"
"Kheru Lich Lord","UBG","R","4646","63.5%","48.1%","729","42.7%"
"Bloodfire Mentor","R","C","7014","12.4%","48.0%","1210","44.9%"
"Siegecraft","W","C","2111","4.1%","47.7%","324",""
"Howl of the Horde","R","R","2001","26.6%","47.7%","313",""
"Goblinslide","R","U","8205","45.2%","47.6%","1399","44.4%"
"Sultai Ascendancy","UBG","R","2784","36.7%","47.4%","491",""
"Windstorm","G","U","627","3.1%","47.4%","93",""
"Brave the Sands","W","U","2242","17.2%","47.2%","359",""
"Empty the Pits","B","M","1393","41.0%","47.2%","221",""
"Feed the Clan","G","C","1539","3.1%","47.0%","231",""
"Cranial Archive","","U","557","2.6%","46.9%","97",""
"Quiet Contemplation","U","U","4387","23.6%","45.9%","721","41.3%"
"Taigam's Scheming","U","C","4225","8.5%","45.8%","713","43.9%"
"Altar of the Brood","","R","695","11.1%","41.7%","114",""
"Erase","W","C","139","0.3%","","20",""
"Shatter","R","C","133","0.2%","","21",""
"Naturalize","G","C","480","1.0%","","69",""
"Lens of Clarity","","C","171","0.3%","","30",""
"Ugin's Nexus","","M","7","0.2%","","2",""
