"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Arcane Archery","G","C","42287","46.6%","57.8%","6784","56.3%"
"Lurking Roper","G","U","26910","67.2%","57.7%","4766","57.6%"
"Owlbear Shepherd","G","U","31144","85.1%","57.7%","5587","58.3%"
"Kobold Warcaller","R","C","64898","66.0%","57.7%","11587","61.6%"
"Ancient Brass Dragon","B","M","5828","89.5%","57.7%","968","59.0%"
"Band Together","G","C","89511","83.4%","57.7%","14688","55.4%"
"Kalain, Reclusive Painter","BR","U","23844","67.2%","57.7%","4089","59.6%"
"Armor of Shadows","B","C","33055","31.9%","57.7%","5477","57.3%"
"Minthara of the Absolute","WB","U","31938","78.5%","57.6%","5334","56.3%"
"Jon Irenicus, the Exile","UB","R","11405","79.8%","57.6%","1944","62.9%"
"Stick Together","W","R","8800","61.3%","57.6%","1491","55.8%"
"Dragon's Fire","R","C","99276","88.6%","57.5%","17226","58.0%"
"Kardum, Patron of Flames","R","R","11132","86.5%","57.5%","1934","60.8%"
"Meteor Golem","","U","37037","88.0%","57.5%","6155","55.1%"
"Snowborn Simulacra","U","M","5375","77.6%","57.5%","928","59.8%"
"Thayan Evokers","U","R","10776","76.8%","57.4%","1994","63.2%"
"Portable Hole","W","U","17691","61.9%","57.4%","3089","56.8%"
"Nefarious Imp","B","C","70452","69.3%","57.3%","12168","56.1%"
"You're Ambushed on the Road","W","C","18167","18.6%","57.3%","2933","53.8%"
"Rescuer Chwinga","W","U","28795","81.6%","57.3%","5094","57.5%"
"Inspiring Bard","G","C","31370","34.9%","57.2%","5136","56.7%"
"Gnoll Hunter","G","C","60571","62.3%","57.2%","10824","58.0%"
"Illithid Harvester","U","R","9779","79.2%","57.2%","1642","56.6%"
"A-Baba Lysaga, Night Witch","BG","R","10750","68.8%","57.1%","1791","58.6%"
"Gate to Tumbledown","","U","29820","81.8%","57.1%","5225","58.1%"
"Giant Fire Beetles","R","C","74434","72.5%","57.1%","12973","56.0%"
"Icewind Stalwart","W","C","62816","60.9%","57.0%","10431","54.8%"
"Dueling Rapier","R","C","8354","11.0%","57.0%","1339","54.7%"
"Rally Maneuver","W","U","17784","53.5%","57.0%","2858","53.6%"
"Sword Coast Serpent","U","U","23379","77.8%","56.9%","4085","57.8%"
"Uthgardt Fury","R","R","10649","86.8%","56.8%","1815","56.1%"
"Circle of the Moon Druid","G","C","30653","34.3%","56.8%","5453","57.6%"
"Iron Golem","","C","27931","27.9%","56.8%","4763","55.2%"
"Goblin Trapfinder","R","U","10788","37.6%","56.8%","1912","57.9%"
"Grim Wanderer","B","U","21663","75.4%","56.7%","3648","57.2%"
"Gnoll Hunting Party","R","U","26748","78.2%","56.7%","4374","54.2%"
"Celestial Unicorn","W","C","39859","48.0%","56.7%","6920","55.5%"
"Earth-Cult Elemental","R","C","21250","24.0%","56.7%","3384","55.1%"
"Miirym, Sentinel Wyrm","URG","R","8918","75.3%","56.7%","1502","62.9%"
"Ranger Squadron","W","C","36556","38.5%","56.7%","5821","52.8%"
"Oji, the Exquisite Blade","WU","U","20334","56.1%","56.7%","3398","56.2%"
"Red Dragon","R","U","25557","85.0%","56.6%","4095","56.0%"
"Vladimir and Godfrey","W","R","7595","70.7%","56.6%","1364","57.0%"
"Ancient Bronze Dragon","G","M","5575","89.1%","56.6%","903","57.3%"
"Gut, Fanatical Priestess","R","U","23928","72.9%","56.5%","3857","54.2%"
"A-Split the Spoils","G","U","1570","25.5%","56.5%","250",""
"Archivist of Oghma","W","R","6514","64.9%","56.5%","1188","57.4%"
"Air-Cult Elemental","U","C","34668","35.7%","56.5%","5581","55.2%"
"Minimus Containment","W","C","54929","73.6%","56.5%","9204","52.5%"
"Bronze Walrus","","U","29619","85.1%","56.5%","5576","57.9%"
"Scaled Nurturer","G","C","68192","76.9%","56.4%","12150","58.6%"
"Swashbuckler Extraordinaire","R","U","22151","84.0%","56.4%","3760","58.4%"
"Ettercap","G","C","29252","34.5%","56.4%","4767","54.1%"
"Jan Jansen, Chaos Crafter","WBR","R","6569","49.1%","56.3%","1095","57.2%"
"A-Pseudodragon Familiar","U","C","6859","49.5%","56.3%","1207","53.8%"
"Nalia de'Arnise","WB","M","2860","55.5%","56.3%","513","55.9%"
"Improvised Weaponry","R","C","66953","73.2%","56.3%","11630","56.2%"
"You Come to the Gnoll Camp","R","C","12989","15.5%","56.2%","2072","52.7%"
"Summon Undead","B","C","40559","38.6%","56.2%","6511","53.2%"
"You Meet in a Tavern","G","U","7745","28.1%","56.2%","1224","53.4%"
"Undersimplify","U","C","43836","44.7%","56.1%","7656","57.7%"
"Basilisk Collar","","R","12016","97.5%","56.1%","2215","55.1%"
"A-Baleful Beholder","B","C","4054","25.1%","56.1%","695","54.0%"
"Stroke of Luck","B","R","2612","27.6%","56.1%","490",""
"A-Lantern of Revealing","","C","5291","34.2%","56.0%","910","52.0%"
"You Line Up the Shot","G","C","27808","32.7%","56.0%","4847","54.8%"
"Bonecaller Cleric","B","U","25785","80.5%","56.0%","4543","53.6%"
"Chain Devil","B","C","26653","31.1%","56.0%","4434","55.2%"
"Kagha, Shadow Archdruid","BG","U","16600","49.3%","56.0%","2758","54.7%"
"A-Lapis Orb of Dragonkind","U","U","2226","41.7%","55.9%","401",""
"Skanos, Dragon Vassal","G","U","28280","88.0%","55.8%","4694","54.7%"
"Calim, Djinn Emperor","U","R","8927","75.5%","55.8%","1606","55.4%"
"Hoard Robber","B","C","45969","54.7%","55.8%","8201","57.4%"
"Ancient Copper Dragon","R","M","4749","85.2%","55.7%","817","57.9%"
"Astarion, the Decadent","WB","R","9710","79.4%","55.7%","1561","54.1%"
"Juvenile Mist Dragon","U","U","22986","78.9%","55.7%","3694","55.5%"
"Baleful Beholder","B","C","16536","21.5%","55.7%","2597","51.9%"
"Farideh's Fireball","R","C","42769","51.8%","55.6%","6810","52.0%"
"Underdark Basilisk","G","C","56575","65.2%","55.6%","10196","54.0%"
"Gale, Conduit of the Arcane","U","M","4553","74.1%","55.6%","734","53.4%"
"Guardian Naga","W","C","18548","23.7%","55.6%","3006","54.6%"
"Fiendlash","R","R","6259","71.0%","55.6%","1111","52.6%"
"Warriors of Tiamat","R","C","50212","57.6%","55.5%","8129","52.9%"
"Black Market Connections","B","R","9447","81.3%","55.5%","1687","58.9%"
"Hook Horror","B","C","24060","24.4%","55.5%","4011","53.1%"
"A-Emerald Dragon","G","U","2654","65.0%","55.5%","391",""
"Favored Enemy","G","R","8292","75.3%","55.4%","1342","52.8%"
"Wild Shape","G","U","6286","22.4%","55.4%","1001","53.7%"
"Clever Conjurer","U","C","28774","29.7%","55.4%","5032","55.4%"
"Sylvan Shepherd","G","C","24709","33.6%","55.2%","4438","55.5%"
"Gate to Seatower","","U","21699","68.1%","55.2%","3912","55.0%"
"Eldritch Pact","B","R","4037","39.3%","55.2%","652","51.1%"
"Poison the Blade","G","C","14030","17.3%","55.1%","2387","51.9%"
"Rimeshield Frost Giant","U","C","17687","21.2%","55.1%","2952","55.5%"
"Manticore","B","C","20787","28.2%","55.1%","3232","54.2%"
"A-Navigation Orb","","U","1301","28.5%","55.1%","235",""
"A-Young Red Dragon","R","C","7845","70.1%","55.0%","1415","53.1%"
"Ambition's Cost","B","U","8877","30.7%","55.0%","1444","53.3%"
"Hypnotic Pattern","U","C","11916","14.2%","55.0%","2041","53.3%"
"Raggadragga, Goreguts Boss","RG","R","4819","51.1%","54.9%","791","55.8%"
"Ghost Lantern","B","U","14872","51.8%","54.9%","2462","51.0%"
"Gale's Redirection","U","R","7232","66.1%","54.9%","1224","52.5%"
"Young Blue Dragon","U","C","44754","72.5%","54.8%","7826","55.6%"
"Lizardfolk Librarians","U","C","24333","28.2%","54.8%","4146","54.3%"
"Wand of Orcus","B","R","8755","82.2%","54.7%","1491","51.9%"
"Prophetic Prism","","C","54304","49.2%","54.7%","10402","54.0%"
"Spiked Pit Trap","","C","17180","18.6%","54.7%","2893","51.5%"
"A-Monster Manual","G","R","4233","52.8%","54.6%","728","51.2%"
"Unexpected Windfall","R","C","24112","31.9%","54.6%","3959","52.1%"
"Jaded Sell-Sword","R","C","25888","34.9%","54.6%","4281","52.5%"
"Scouting Hawk","W","U","8427","34.7%","54.5%","1531","51.1%"
"Tymora's Invoker","U","C","11975","14.7%","54.5%","2129","53.4%"
"Pact Weapon","B","M","2725","59.9%","54.5%","453",""
"Eyes of the Beholder","B","C","9855","13.6%","54.4%","1538","49.0%"
"Choose Your Weapon","G","U","6028","25.6%","54.4%","986","52.6%"
"Alaundo the Seer","UG","R","6223","55.7%","54.4%","1095","54.9%"
"Flaming Fist Officer","W","C","36315","50.3%","54.3%","6302","53.2%"
"Circle of the Land Druid","G","C","16285","21.1%","54.3%","2970","53.7%"
"Krydle of Baldur's Gate","UB","U","12377","43.8%","54.2%","2096","55.8%"
"A-Carnelian Orb of Dragonkind","R","U","1477","34.0%","54.1%","255",""
"Unexpected Allies","R","C","18477","22.7%","54.1%","2945","48.4%"
"Reckless Barbarian","R","C","40842","56.0%","54.0%","7297","54.1%"
"Irenicus's Vile Duplication","U","U","13018","49.3%","54.0%","2141","51.8%"
"A-Goggles of Night","U","U","1017","22.3%","54.0%","184",""
"Dawnbringer Cleric","W","C","29361","40.3%","53.9%","5148","51.9%"
"Yuan-Ti Scaleshield","G","R","4227","56.9%","53.9%","695","51.7%"
"Two-Handed Axe","R","U","14209","59.4%","53.9%","2318","49.9%"
"Korlessa, Scale Singer","UG","U","13759","52.8%","53.9%","2366","53.6%"
"Druidic Ritual","G","C","9956","13.5%","53.9%","1692","52.1%"
"Mace of Disruption","W","C","5713","7.3%","53.8%","968","47.5%"
"Seek New Knowledge","U","U","12247","44.9%","53.8%","2133","51.9%"
"Gray Slaad","B","C","18148","21.7%","53.8%","3151","51.2%"
"Gorion, Wise Mentor","WUG","R","1659","15.8%","53.8%","291",""
"Soulknife Spy","U","C","26122","39.0%","53.7%","4683","55.1%"
"Follow the Tracks","G","C","30436","32.6%","53.7%","5433","50.8%"
"Cloak of the Bat","","C","6357","9.1%","53.6%","1018","47.2%"
"Young Red Dragon","R","C","36638","67.9%","53.6%","6442","52.4%"
"Breath Weapon","R","U","10634","45.4%","53.5%","1886","51.5%"
"Nalfeshnee","R","R","5978","61.7%","53.5%","967","50.6%"
"Drider","B","U","7246","38.5%","53.4%","1146","49.2%"
"Ray of Frost","U","U","12004","49.9%","53.4%","1988","50.8%"
"A-Kenku Artificer","U","U","525","9.4%","53.3%","90",""
"Imoen, Trickster Friend","U","R","7778","72.2%","53.3%","1395","52.0%"
"Dragonborn Immolator","R","U","14562","67.2%","53.3%","2465","51.0%"
"Sworn to the Legion","W","M","3871","73.6%","53.2%","652","46.2%"
"Demogorgon's Clutches","B","C","7443","10.5%","53.2%","1277","48.9%"
"Blood Money","B","M","3074","65.1%","53.1%","497",""
"Thieves' Tools","B","C","15659","19.3%","53.1%","2700","49.4%"
"Lozhan, Dragons' Legacy","UR","U","16074","62.4%","53.1%","2743","52.7%"
"Thrakkus the Butcher","RG","U","13106","60.9%","53.0%","2180","52.5%"
"Ambitious Dragonborn","G","C","27346","39.1%","53.0%","4394","49.5%"
"Mind Spike","B","U","4685","17.9%","52.9%","827","49.6%"
"Emerald Dragon","G","U","10402","62.2%","52.9%","1697","49.3%"
"Draconic Lore","U","U","8829","35.5%","52.8%","1460","47.9%"
"Split the Spoils","G","U","3298","14.7%","52.8%","511","48.5%"
"Jade Orb of Dragonkind","G","U","7897","43.5%","52.8%","1410","56.5%"
"A-Earthquake Dragon","G","R","5469","64.3%","52.7%","892","50.0%"
"Contact Other Plane","U","C","8142","12.6%","52.4%","1335","49.4%"
"Vhal, Eager Scholar","U","U","12822","46.6%","52.3%","2196","50.2%"
"Displacer Kitten","U","R","5592","55.1%","52.3%","925","48.1%"
"Charmed Sleep","U","C","28110","48.9%","52.3%","4743","48.9%"
"Blur","U","C","15010","18.9%","52.3%","2366","50.9%"
"You Come to a River","U","C","8612","15.5%","52.1%","1400","50.5%"
"Ancient Silver Dragon","U","M","2569","63.3%","52.0%","401",""
"You Find the Villains' Lair","U","C","7693","12.0%","51.9%","1259","49.8%"
"Lantern of Revealing","","C","22507","33.5%","51.8%","4064","50.0%"
"Signature Spells","U","R","3934","36.7%","51.8%","665","51.9%"
"Chardalyn Dragon","","U","5385","24.1%","51.8%","873","46.8%"
"Shocking Grasp","U","C","7686","9.6%","51.7%","1343","50.3%"
"Alora, Rogue Companion","U","U","12315","47.4%","51.7%","2039","46.0%"
"Wizened Githzerai","U","C","18054","23.7%","51.7%","3162","51.8%"
"Fraying Line","","R","2822","27.4%","51.6%","465",""
"Lae'zel's Acrobatics","W","R","3062","36.2%","51.5%","479",""
"Water Weird","U","C","9914","14.6%","51.3%","1649","51.7%"
"Dragonborn Looter","U","C","15110","27.0%","51.1%","2680","49.0%"
"Pseudodragon Familiar","U","C","20095","38.9%","51.1%","3438","50.3%"
"Bag of Holding","","U","2895","10.7%","51.0%","523","47.6%"
"You Find Some Prisoners","R","C","4625","6.5%","50.6%","781","44.7%"
"Carnelian Orb of Dragonkind","R","U","4385","25.5%","50.5%","760","49.5%"
"Lapis Orb of Dragonkind","U","U","3594","19.8%","49.4%","655","48.1%"
"Belt of Giant Strength","G","R","1615","24.3%","49.4%","271",""
"Guild Thief","U","U","5950","32.6%","49.4%","1051","49.0%"
"Kenku Artificer","U","U","2259","9.2%","49.2%","353",""
"Sigil of Myrkul","B","U","2779","12.9%","48.9%","468",""
"Dream Fracture","U","U","1816","7.6%","48.9%","304",""
"Goggles of Night","U","U","2288","13.3%","48.8%","393",""
"Navigation Orb","","U","3673","19.3%","48.7%","656","45.7%"
"Neera, Wild Mage","UR","R","1721","19.8%","47.3%","274",""
"Traverse the Outlands","G","R","986","12.8%","47.1%","151",""
"Kindred Discovery","U","R","1486","17.5%","46.8%","243",""
"Robe of the Archmagi","U","R","1307","18.5%","46.3%","204",""
"Mirror of Life Trapping","","R","1063","10.2%","45.3%","186",""
"Flames of Moradin","R","R","65","0.6%","","8",""
"Storm King's Thunder","R","M","231","5.3%","","35",""
"Mazzy, Truesword Paladin","WRG","R","82","0.9%","","17",""
"Baldur's Gate","","R","444","4.6%","","67",""
"A-Sigil of Myrkul","B","U","483","11.7%","","85",""
"A-Krydle of Baldur's Gate","UB","U","0","","","0",""
"A-Dawnbringer Cleric","W","C","0","","","0",""
